tdg_iter_descent_v4[10000, 1, 125]
time,|TSS|,sol
256.2794806957245,179,5096&1666&521&1626&66&5537&1657&1504&416&804&1301&2871&2890&941&2425&1413&1534&4282&1318&659&1698&6071&2275&667&1579&3095&4285&180&620&1864&679&5645&1694&896&5788&1751&1675&961&1692&1753&3462&1703&1466&3813&2244&576&1267&1856&1814&4650&3599&1403&248&428&1659&5220&1670&1459&4574&2360&2362&2017&3846&629&1749&693&310&4741&948&439&2050&1305&2654&193&2523&1742&3163&111&44&2942&1648&1669&5504&1792&22&289&4434&1973&1307&1247&1462&1890&988&1815&335&3934&475&1424&3475&4631&5113&2253&303&109&1758&399&169&1992&389&3771&1785&1674&2114&4158&4721&1765&1478&1556&3865&3904&3866&2384&1877&2761&821&4362&769&1930&1200&1002&1281&3363&3926&2498&1943&146&64&2345&3232&873&55&1118&3670&3364&1834&2309&846&5285&736&2471&4769&1198&1847&390&3715&49&1547&3615&2134&2087&2094&1644&3191&1030&1917&1222&165&3310&1596&3409&1075&2798&1019&2279&2293&478&2904&537&484
223.91343140602112,164,579&521&1626&66&5537&410&5682&1657&2451&1636&3296&1275&804&5775&2871&1534&1579&4282&1318&701&1698&6071&2275&667&999&3095&1685&2199&1402&3246&4324&2646&679&2575&5645&896&5788&1751&961&1692&151&1703&1466&2244&4781&576&1856&1814&2596&3599&428&1659&4740&2362&2017&2049&1749&693&310&3613&20&647&4319&948&1163&1027&2654&4004&193&2523&1742&3163&3833&1040&3066&3616&44&2048&1548&2942&5504&1792&2024&2039&247&1307&5572&1141&1890&1181&1562&3716&4689&3405&1815&5406&335&4109&3475&303&370&1758&399&1992&418&3771&3312&196&1785&5154&2907&1877&2384&3866&1396&2761&1361&4362&2948&1200&1854&2377&1419&719&279&3926&3930&2231&108&2498&786&3933&146&64&680&873&859&3364&5285&4944&736&1237&4769&390&3715&2485&1620&3615&1108&636&2228&2134&1644&4587&1445&3310&1390&1075&910&2293&866&478&125&473
224.69933533668518,178,579&963&1666&521&1626&1260&4758&66&350&5537&1657&2888&1636&244&1399&5175&554&864&804&1301&2890&1579&1318&4180&2086&1698&667&1734&1540&1969&180&679&2868&133&5645&5788&1751&961&1692&151&1191&3462&1703&1466&3813&2244&576&1856&1814&2596&3599&448&2281&248&1920&4235&428&3033&1659&5220&1459&236&1117&2017&1749&693&310&1610&1787&647&760&4319&4891&948&439&1025&2654&4004&4204&193&2523&2503&1742&3163&3833&1040&44&4420&2942&1669&3009&5504&31&22&4434&697&247&1307&1462&1141&1890&3716&4689&1218&3405&1815&335&3934&475&1424&3475&303&109&370&1649&1758&169&1992&418&3771&958&1785&2114&386&1556&3866&2384&1877&1396&3178&2329&4124&1223&2948&1200&1002&39&719&979&3926&3930&108&2498&422&786&4293&146&64&55&1118&2723&736&1237&1882&4944&4769&1198&2617&3571&390&3715&2666&1620&3615&423&2757&2134&2870&2007&1644&1030&4587&1714&3310&1596&478&125&473
230.19360756874084,163,5096&963&2653&521&1626&66&2710&1636&1399&804&2871&2890&1534&1579&1318&43&989&667&1685&2199&1453&2646&1969&180&679&133&2575&896&5788&3140&1692&138&1753&151&1466&3813&2244&4781&576&1856&1814&2596&3599&11&2614&21&1403&248&5538&428&1659&4400&2362&867&2017&1749&310&3613&1610&4319&668&948&439&1163&2654&4004&606&193&2523&3991&1742&3163&4295&3066&3616&2946&44&2942&1669&5504&4434&1141&1230&1181&1562&3405&2828&1815&5406&3934&335&4109&3475&3913&109&370&2638&750&2102&1168&1365&3771&3312&3398&1785&1674&5154&2114&1556&1877&1396&490&2761&4362&3411&1930&39&4500&886&3926&4896&2231&108&2498&422&786&146&64&3232&2345&1397&4369&873&55&192&3364&955&846&4539&736&1237&4769&1198&1847&3571&390&1620&3615&636&2134&1644&32&1445&1917&531&3310&5716&6049&1075&1520&2798&1019&478
227.0788538455963,163,963&1666&521&1626&1404&105&66&5537&1657&3296&136&416&804&2890&1534&1579&1318&43&667&797&1685&2199&2115&4324&2646&180&3514&896&5788&3140&1751&131&961&1692&138&151&4280&1703&1466&3813&576&1856&1004&3599&248&4569&428&1659&110&2362&2017&3846&2049&1749&693&310&2530&20&1143&4891&948&439&1137&1027&2654&4004&4334&193&2001&2523&1742&3163&718&637&2048&5504&31&250&2039&5572&1890&1181&3247&1028&1562&3716&4689&3405&2828&1815&335&1424&3475&303&370&1758&399&1168&2102&1992&257&3312&3398&1785&1674&2114&1400&1556&1877&2384&1396&2761&496&4362&3797&4664&1200&39&1699&279&3926&2148&2231&1333&422&786&3933&4293&146&873&1289&55&192&859&3364&1834&411&736&1237&3558&1198&390&3715&49&4107&1620&1547&3615&63&1108&2228&1026&165&1644&1445&2221&3310&1075&2798&2293&478&3038&1247
214.89598560333252,180,4880&1294&2653&1260&66&3805&5537&852&1657&1636&1557&516&3244&1362&804&1301&2871&2890&1534&1579&1318&4180&999&2275&667&3095&1685&2199&4285&2646&1969&180&896&5788&1751&131&961&138&1753&151&3462&1703&1466&1827&3813&4781&576&1856&2364&2596&3599&1844&4159&1403&248&1625&428&1659&1369&236&2362&2017&1749&693&3613&2530&98&310&20&1610&647&948&1163&1025&1476&2654&4004&606&4334&193&2523&4875&1742&3163&3833&3066&2946&878&44&2942&5504&1792&2039&247&1462&1181&1562&1218&4689&348&3405&1815&5847&5406&3934&335&4109&3475&2253&109&370&2638&1758&399&1168&2102&169&1992&3771&801&3312&1785&5154&2114&1556&5291&1877&2761&1805&2391&4362&769&4124&2948&1200&1002&39&1389&886&3363&279&572&3926&3930&108&2498&786&4293&146&64&2345&1397&4369&873&1289&55&192&3364&736&4769&1198&2617&3571&390&1847&2485&1620&3615&636&2134&2007&1644&1445&3310&2486&1520&1075&2821&2293&478
208.04280972480774,175,5096&2653&1666&521&1260&66&350&5537&1657&4739&1399&136&1098&1275&804&5775&2890&3259&1318&4180&4282&1579&6071&43&667&2275&2288&1685&2199&2115&4324&2646&4242&1370&732&5645&896&5788&1751&961&138&326&3462&1703&1466&4628&3813&2244&4781&576&2364&1856&1814&2596&3599&1625&428&264&1659&236&2049&1749&693&310&20&1377&1610&3613&4319&948&439&1163&1476&4004&4334&2654&193&2523&4875&1742&3163&3066&2048&2942&1648&1669&5504&4434&250&1307&8&5572&563&1181&1562&2241&3405&1815&3475&3056&303&109&370&2638&1758&1992&3771&4093&3312&196&1785&1674&5154&2114&1478&1556&1877&2384&2761&3178&704&4362&2329&1872&1930&2948&1200&39&700&886&635&3926&108&2498&786&146&2345&680&873&655&55&3364&1834&955&5285&3344&736&1237&4769&1198&3810&3571&390&5905&49&1620&3615&1108&2292&412&2134&2007&1644&1030&1445&3310&2486&3409&2629&1075&2293&478&125&2904&537
217.7100067138672,181,5096&2653&521&1626&66&5537&1657&1636&136&3296&416&1275&804&5775&2278&1579&2086&1318&43&1698&6071&3822&667&2275&3095&1685&2199&180&679&133&5645&896&5788&1751&961&1692&138&1753&326&151&3462&1703&4628&1827&6004&576&1856&1814&3599&1009&1403&428&3033&1659&5220&1369&252&236&4344&129&283&2049&1749&693&310&20&1610&1286&3929&4891&948&1163&439&1476&1743&5486&5957&4004&4754&193&2523&1742&3163&2356&3066&3616&111&878&44&2048&4424&2942&1669&243&4434&250&1839&5572&1462&1890&1181&3247&3295&4689&1815&335&3934&1424&5113&370&2638&399&3179&169&257&1992&1338&3771&3312&196&1785&1674&5154&2114&1556&1877&2384&2391&3178&4362&1200&1002&39&1699&17&279&3926&108&2498&786&146&424&873&655&55&3364&955&2248&5285&736&1237&4769&1198&1923&3810&3571&390&3715&3566&1620&3615&1108&636&2134&1438&1026&1229&1030&1917&531&3310&1520&1075&1019&2225&2279&2293&478&125&3635&4196
