tdg_iter_descent_v4[10000, 1, 25]
time,|TSS|,sol
238.7901804447174,203,1163&3930&736&3309&5645&3866&2345&4846&4434&1462&2114&2360&1834&3823&3066&3616&2900&4355&192&1579&1497&5096&136&4324&5788&334&1620&1028&2596&693&4908&5113&1229&1137&1666&1670&3771&2949&2523&3056&846&2134&1758&961&1260&1877&4344&1749&3312&655&2498&6039&5154&2654&236&3246&4754&399&131&999&98&2007&726&1698&2862&989&4551&4093&667&1445&1669&1459&2948&963&478&3171&415&4740&2244&955&1547&3933&1075&175&1354&3398&4285&896&2638&3571&2529&2314&2102&125&416&412&5063&886&3900&111&2199&804&1541&786&572&679&3550&2451&1856&1735&636&428&509&370&2719&548&1792&1644&576&1785&44&180&1026&4362&1589&2871&4628&64&1318&3615&1742&1237&1108&1610&424&2086&1815&32&1281&1969&3934&3926&33&864&146&109&1118&1181&1441&43&1025&3797&2275&1478&2049&873&3310&1685&310&2017&1403&1402&169&3296&3232&929&537&193&1657&1040&303&2942&108&3033&3475&5754&2761&390&948&2048&1946&516&4180&5537&3613&3599&1626&1317&66&5406&1200&1836&1751&2384&247&191&1389&5504&1692&1992&3813&1198&1562
228.58758425712585,230,736&5645&2345&1067&4434&1462&3522&2114&1834&2773&289&2115&620&554&3913&645&1890&1398&192&1579&129&1674&151&801&1497&251&21&4324&1787&4940&5788&351&2823&475&1620&2596&1641&693&1229&1562&1666&122&4421&3771&2523&3056&2134&1847&27&961&20&1260&2322&1877&411&4617&1749&5154&3405&2498&1649&228&2654&236&3312&1675&399&4539&3521&6046&2007&2293&335&1765&63&3846&667&1307&1930&1669&2948&963&478&3171&4740&2244&955&4769&1075&175&1033&3305&4285&896&2638&3728&4880&1379&125&412&886&111&2199&804&938&6152&1343&786&572&679&1301&1856&1735&1654&636&428&370&1792&1644&2868&2828&576&2617&1785&3346&3014&44&180&1748&2907&4741&3285&5597&719&4362&2871&64&3364&1318&3615&1742&922&1108&1610&1275&2086&422&1815&32&473&1969&3934&3926&1466&248&439&3350&1400&146&109&1181&1025&2275&2049&3310&1685&310&2017&709&1402&1403&169&4369&537&1556&193&1454&418&1657&350&1040&1218&2942&108&3033&3475&5754&390&948&1946&516&5537&1636&62&4967&4228&3613&1626&1317&4204&66&1805&5406&326&1200&2362&4686&2384&1168&3886&2898&3016&5653&1359&17&767&1369&4183&3981&637&5504&1692&1992&2890&2798&2657&3813&3115&1198&2524
235.21217012405396,224,1163&3930&736&3309&1544&5645&3866&2345&4434&1462&2114&1834&289&554&1398&1579&129&1674&151&1814&1699&3344&136&4423&5788&351&1338&475&1620&2596&693&1229&878&1666&1866&3056&846&2134&1847&961&27&20&1260&1877&527&1305&1749&3312&341&2498&5154&2248&999&4539&1098&2293&667&1445&1520&1930&410&1669&2948&963&478&3171&3813&1920&955&4689&4769&769&5775&1426&3933&1075&3256&175&5285&3305&5270&896&2638&4235&4880&3900&125&2102&886&111&2199&804&571&4852&918&2281&786&4359&572&679&3409&1301&1856&1654&428&2719&548&1222&1792&1476&3742&1644&2828&2024&576&1785&3715&180&2907&4741&3285&719&4362&2852&2871&64&39&2683&3364&1318&3615&1742&65&700&1108&2039&1275&424&2086&1143&422&1815&32&473&3934&3926&1413&1753&439&146&1181&747&1441&43&1025&2049&654&873&3310&310&1403&2017&169&3296&1700&4369&2376&929&537&55&5220&1556&193&418&1657&303&2942&108&3033&3475&2761&390&948&116&516&4180&5537&1636&62&3462&3716&1626&280&4792&1317&66&1805&5406&1200&75&2362&196&4686&1751&4159&2384&247&1168&3886&1389&1359&2079&2288&4183&767&5504&1692&718&2890&2798&1247&892&1198&1562
233.26625967025757,220,2088&1163&4242&736&1544&3866&4434&1462&1834&979&2115&3066&554&1890&4109&4355&192&1579&386&129&4041&1814&801&1497&5096&136&4324&1787&5788&659&4629&1620&2596&693&1396&1666&198&3771&2523&3056&1027&2231&2134&846&2358&2184&961&20&2055&1877&2322&1305&3244&1749&3312&655&2498&5154&2654&236&399&4539&1098&6046&279&1698&2862&335&667&1445&1307&1669&1459&2948&963&478&1534&680&955&4689&4769&6071&3933&1075&175&1889&2193&3259&1947&4285&896&2638&2325&2314&2329&125&416&412&886&111&307&804&1343&786&4293&3235&1004&2451&1856&636&428&370&4124&2719&1222&558&1644&2014&2828&576&44&180&719&4362&2278&2852&2871&64&1318&3615&1742&60&1237&1108&2039&1815&32&1281&1969&3926&33&1753&248&439&146&2690&1181&3822&43&2228&1025&521&2275&4778&1478&2049&1709&873&3310&1685&310&2017&1403&998&169&3296&3232&4369&4732&537&55&5220&868&193&418&1657&2942&652&108&2332&3033&3536&4334&5754&390&4694&948&116&1141&516&5537&3613&3599&1626&1344&1317&66&4004&5406&1200&1361&4686&1751&4159&2384&3594&247&1389&1002&3016&2079&17&1273&3981&5504&1692&1992&1385&3247&1562
229.9699559211731,220,1163&3930&736&3309&2666&5645&2345&4434&1462&2114&1651&2360&979&554&1890&356&192&760&4041&151&1814&1596&3844&2944&21&136&634&4324&5788&138&563&659&1028&2596&1365&693&1229&878&1666&1867&3771&2226&2523&3056&1027&1847&961&1260&20&1877&3135&1305&3244&1749&655&2498&1649&1297&2654&236&1675&999&4539&2007&279&1352&726&197&2862&3846&667&1307&31&1930&1228&1669&1459&963&478&3171&2474&1989&1920&4740&2244&955&4689&4769&703&6071&1075&1750&175&3305&1947&896&2638&3571&2314&4880&2329&125&1429&412&886&111&2199&804&1541&679&1856&1735&636&428&3558&370&2719&1792&1476&3463&1644&2014&2024&576&1383&3715&44&180&719&2399&4362&1193&2852&2871&4628&3364&1742&1610&1237&1108&2094&1815&3178&32&859&3934&3833&1466&1753&33&248&2440&1400&146&2690&1181&1025&3156&3797&2275&1709&1478&2049&873&3310&1685&310&1973&2017&1403&169&929&1117&55&5220&1556&868&193&1657&108&3475&4334&5754&2761&390&4694&948&1946&516&5537&455&1862&1923&3599&1626&3716&1317&66&4004&5253&5406&1200&2362&1836&2384&247&191&3886&1389&750&2288&238&1369&5504&1692&1992&2798&1531&3813&1198
239.02161145210266,211,4242&1163&736&1544&5645&2345&4434&2114&2360&1834&606&3823&2115&554&821&3066&2653&4109&192&1579&4355&1674&4041&1814&1497&531&136&4324&5788&138&475&659&1620&1028&2596&647&693&1382&878&1396&1666&3771&2523&2231&2134&1847&2358&1758&961&1260&1877&1305&1749&5154&3405&2498&3312&236&4203&1888&131&2007&279&1698&257&335&1765&667&1307&4295&1930&3179&1669&1459&2948&4740&2244&955&4689&1547&5775&6071&1075&22&175&3398&3095&896&2638&2314&4880&3900&125&412&111&2199&869&804&938&786&4293&679&2451&1856&1654&1735&2593&428&2719&1222&2452&1792&1476&1644&2828&576&44&180&4741&719&4631&2871&64&4628&3364&1318&3615&1742&700&731&2723&1237&1108&2039&1943&2086&422&1815&32&3934&1466&1753&2391&146&109&2690&1181&1025&521&705&2275&1478&2049&3310&310&1403&2017&169&2777&3296&4369&537&55&1117&5220&1556&193&418&1657&350&1218&303&108&3033&3475&1917&5754&2761&423&390&948&4781&5537&62&3599&1626&1317&4204&4004&66&5406&1200&2362&4686&1751&2384&247&1168&3886&1002&2079&238&1019&3981&5504&1692&1992&1385&2798&1247&1562
231.1916699409485,198,1163&736&49&1544&5645&2345&3866&105&4434&2360&1834&3823&554&3616&3733&4355&1579&129&1674&151&1814&1497&251&4324&5788&475&659&1620&2092&693&1229&878&3865&1666&3771&2523&3056&2231&2134&1847&961&27&1260&1877&4344&1305&4617&1749&3312&655&2498&6039&3881&5154&399&887&999&2007&279&3363&5417&989&1765&667&1445&1930&1669&1459&2948&478&955&4689&1075&175&3305&896&2638&2314&3900&125&412&629&111&2199&804&1343&4745&679&4206&2451&3409&825&1301&1856&1735&636&428&2411&370&2719&1792&3463&1644&576&1785&1637&4741&1026&719&2852&64&3364&1318&3615&1742&700&2723&1943&1237&1108&2039&422&1815&5905&32&1969&3926&3451&248&1753&439&146&1181&3822&1025&1478&2049&3310&1685&1403&2017&1424&169&310&4369&929&537&55&1117&5220&1556&193&1657&303&777&2942&108&3033&3475&4334&1399&2761&390&948&4781&4459&516&5537&1636&3815&3599&1626&3716&1317&66&4004&1805&5406&1200&1361&2362&5196&4686&1751&2384&1168&1389&3016&1369&3981&5504&1692&1992&2798&1385&3813&1198&165
238.44925451278687,234,1163&736&49&2666&1544&5645&2345&3524&4434&1462&4810&1834&606&979&3823&3066&3616&1890&866&4355&192&1579&5291&1674&2001&151&1814&490&1497&5096&4324&1787&5788&138&475&659&1620&1365&647&693&1382&1229&1137&4421&2888&3771&2523&3056&2231&1027&2134&1847&2358&1758&961&1260&20&2322&4344&1877&411&1305&4617&1749&3312&5154&2498&2654&236&1030&1675&3137&399&131&999&4539&1098&2007&279&226&3363&1981&1698&1765&667&1445&1307&759&410&1930&4216&1669&1459&1534&1419&2948&478&2244&382&955&4689&703&1075&22&4285&896&1648&2638&1390&2314&2102&125&416&412&4340&886&307&2199&804&1343&786&4293&81&679&1856&1735&636&428&370&2719&3931&3463&1644&576&3715&180&719&1026&4362&2278&64&3364&1318&3615&1742&65&60&1943&1237&1108&2039&2086&130&1815&32&1281&1969&3934&1466&248&2440&1400&146&109&2690&1181&1025&521&1478&2049&3102&1994&873&3310&1685&1780&2017&310&1403&169&3296&4369&929&537&55&5220&1556&193&418&1657&2485&2285&2942&2826&108&3033&3475&5016&1399&2761&423&390&4694&948&1946&4781&4587&5537&62&3613&3599&1626&3716&1317&66&4004&5406&1200&1361&1751&2384&5078&1168&3886&1369&4875&5504&1692&1992&2798&941&3813&1198&1562
