tdg_iter_descent_v4[10000, 1, 75]
time,|TSS|,sol
460.68805384635925,334,2302&1195&2725&6893&350&3623&1067&2590&3194&833&3104&679&1718&1427&4471&532&3288&815&337&3356&1989&2598&4325&272&157&1674&5174&3740&5510&2429&7943&5604&4654&1281&2712&588&4216&4748&1437&725&6223&3436&1466&5872&2789&3581&417&3128&4492&5032&1889&2260&1194&6115&3533&115&2625&1330&80&1119&2771&986&3156&5816&1513&3718&4690&634&1152&4744&4901&2823&3713&6041&3434&3723&43&248&4043&1537&6365&5114&3071&1231&408&5764&2667&6693&1431&120&7203&2158&4698&499&2222&3220&3585&6494&2336&3006&688&1618&7503&7354&307&1981&195&3258&3307&54&2649&284&3868&569&2173&191&2510&1777&988&1247&4283&369&5355&1729&3867&3936&889&556&8355&6657&909&2489&1359&698&215&7765&5126&6987&4740&5704&341&2171&7421&4805&2686&6468&3354&3214&5565&2534&2638&529&1879&1807&2552&7818&6163&903&4194&4949&2275&7658&1753&5483&5780&221&948&5056&3019&983&5804&730&4888&6221&2986&1935&1263&1116&1886&1121&5522&2722&198&1414&6954&7450&3402&1884&7154&719&3572&3545&4479&148&2936&4692&5105&2485&3221&1206&5590&6519&824&111&3559&5501&694&175&420&7279&1977&4630&1540&452&4971&4749&169&3041&5885&2641&1732&4103&3811&6448&6259&1246&1942&5478&0&4151&2426&6061&6076&88&2781&3927&2654&11&353&4639&5430&4986&5812&7982&2612&607&3309&1205&3261&2893&112&806&4322&567&5399&3961&558&4330&1207&6836&4823&1384&2558&2413&2409&1647&2057&7623&4313&139&4228&854&441&4621&4298&4894&159&3121&1219&4745&1459&3225&4067&5157&6331&2415&839&196&292&2861&488&327&1581&7378&3022&6490&1864&1713&315&785&7671&1154&1441&2220&2184&1232&3417&3857&4972&4307&1627&3693&7578&1541&5227&1990&6321&1701&7432&6446&3080&1268&2217&5609&1157&2577&6262&1538&3536&2081&2487&982&72&27
468.8550851345062,314,2302&2725&6893&350&1111&1939&4161&6479&5194&2590&7757&1273&830&3104&5077&679&1427&4471&532&1024&3288&815&337&12&3356&1989&2598&157&1674&3758&2672&6861&3740&780&3673&5510&4132&7943&5604&1281&553&588&4216&1667&6231&1437&4352&1228&2789&3581&417&4492&5032&178&4293&1194&6115&8149&3533&115&1330&80&477&1119&2771&2574&426&5685&986&1282&1513&314&4690&1152&4901&1974&2823&3713&3434&7125&6531&43&248&9&5299&2301&1537&6365&5114&1231&1095&4183&5764&2667&6693&1431&2158&4698&2222&6082&5631&2190&3442&2336&200&688&1618&3120&7503&7354&6964&195&3258&54&2649&284&569&2173&6606&191&2510&988&905&1247&4283&79&1729&3349&2567&2002&3936&5915&889&6101&6657&2466&909&2489&1359&698&28&5561&3231&4740&5704&341&7421&2686&6468&3214&1392&5565&2534&5413&529&2149&2552&3824&2454&7818&6163&4850&3517&2275&1753&5680&1687&221&3019&983&2986&1935&3579&1116&1886&798&1121&5683&3605&1945&320&5522&1414&7262&6954&3402&1884&7154&4479&148&2936&4692&3221&2485&824&111&3559&5501&694&1828&175&420&7279&1992&1311&4630&446&2826&687&3752&4971&169&3041&7941&2641&7020&1732&1246&1942&5478&4956&247&6061&6076&617&88&2781&3927&1547&2654&11&353&5430&4986&5812&2612&607&5017&1205&3261&2893&1823&112&4322&558&89&1207&4330&1290&6836&1384&2558&1647&2057&7623&3419&139&3126&4228&4840&854&4894&159&1219&850&4745&4021&2343&5983&6074&6331&3139&2415&2902&292&2861&488&2499&1581&557&3650&7378&3022&6490&1864&3906&1713&315&3617&7777&7671&1426&1441&333&2528&3417&4972&1627&7578&5227&1701&6446&3080&1268&5609&1157&3966&1538&3536&2081&2487&6356&72&27
505.2719831466675,315,2302&2725&6893&350&1111&3623&4161&2590&1105&7757&1273&1604&2423&6718&1427&4471&2665&532&1617&3288&6045&815&337&3356&956&2598&157&5147&5174&6861&5409&5510&2429&4132&553&588&4216&4748&2408&6231&1437&6223&3436&5872&4352&355&2789&3581&417&4492&178&1194&1303&3533&115&1330&80&2771&2574&5246&5816&5610&1513&4690&1498&634&4744&4901&1974&2823&3713&3434&6531&43&2301&27&1537&5530&6365&4121&1231&2338&4183&5764&2667&6693&1431&7203&2158&499&2222&2190&899&200&688&6997&1618&3120&7503&7354&307&5178&1981&195&3258&3307&54&2649&4670&3868&2173&6606&191&2510&3646&988&1247&905&5355&1791&1729&2452&404&2002&3936&5915&889&1552&6101&6657&909&837&383&5126&4740&2437&341&5704&7421&4805&2686&6468&1011&3214&1392&2534&2638&529&212&4835&1656&4413&2149&2552&4346&2699&6163&5521&903&4949&1753&5483&8246&2844&2492&7539&5780&221&3019&983&2573&1792&730&6221&1935&3579&1116&5683&790&264&1945&5522&2722&198&887&1414&7262&3402&7154&719&8286&4479&148&2936&5105&2485&5111&4611&824&111&3559&5501&694&1828&175&420&7279&1992&4251&1311&4630&446&1540&2826&3752&4971&169&3041&6907&2641&7020&6448&1246&1942&5478&0&4151&4956&247&915&6061&6076&88&2211&2781&3927&2654&353&7001&5430&4986&5812&2612&8454&607&1205&2893&112&806&4322&558&89&1207&4330&1290&4823&1384&2558&1647&4734&7623&3419&3126&4228&854&159&3121&850&4745&1138&6074&3139&2902&292&3475&488&2499&1581&3650&7378&3022&6490&1864&3906&1713&315&785&712&7671&1154&3417&3857&1627&1458&7578&2391&5227&1990&2340&6321&6446&3080&2217&5609&1157&2577&6262&1538&1222&3536&2081&2487&3053&72&1697
484.0410063266754,328,390&2302&2725&6893&350&3623&4844&4161&3636&7757&1266&3104&6718&1230&1427&4471&2665&1024&6045&815&337&3356&1989&5241&2598&157&1674&5147&5174&6861&3673&5510&2429&1281&553&880&588&2408&1437&291&3436&5872&4352&2789&3581&1504&522&3128&178&1194&1303&3533&5088&1330&80&2771&5816&1282&1513&3718&1985&4690&634&1152&4744&4901&1974&2823&3713&3434&6531&43&2301&92&2189&27&1537&6365&5114&3071&1231&408&4183&2817&5764&2667&6693&1431&2158&4698&2222&2336&3006&200&688&3120&7503&195&3258&3307&2649&4670&284&2173&6606&191&2510&905&1247&5784&369&1791&5355&1729&3349&2452&2002&3867&3936&3539&5915&889&6101&909&2761&5561&7765&5126&4740&2437&341&5704&7421&4805&3551&2686&6468&3354&6545&1392&5565&2534&529&2775&507&2149&2552&5100&7818&818&6163&5521&903&4194&7658&2516&1753&1944&5483&8246&5680&1256&5780&221&948&5056&3019&7004&983&1792&2365&730&6221&2032&3579&1116&1886&545&1304&1121&5683&1945&5522&2722&198&1414&6954&3402&7154&719&8286&4479&148&2936&5105&3221&2485&274&3431&5111&244&1402&111&3114&3559&1016&694&1828&175&420&6361&7279&6816&1992&1311&4630&446&1540&2826&687&3851&1628&4971&169&3041&2244&5885&2641&7020&1732&6448&4635&1246&1942&5478&0&5482&915&2426&6061&6076&88&2781&1547&2654&353&7001&5430&4986&5812&607&1205&3261&2893&566&72&4525&544&558&89&1207&4330&1290&6836&4823&1384&2558&1647&5341&2057&7623&3866&977&3419&4894&159&3121&3275&1219&850&4745&1138&1203&2343&176&3225&6331&2415&2902&7607&292&3475&6144&488&2499&327&1581&3650&7378&3022&6490&1864&1713&315&785&2375&1441&2528&3417&2922&3857&4972&3645&1458&7578&5227&6321&1701&565&3080&3966&2577&1538&3536&2081&2487&2986&1697
492.1552710533142,307,2302&6893&1111&3623&4161&3636&731&4111&1266&249&5077&401&6718&1427&4471&2665&1024&815&337&3356&956&1989&5026&5241&549&4053&4362&157&1674&5409&3673&5510&4132&1281&553&588&4216&2408&6231&3581&630&417&3128&178&4293&1194&3533&115&2625&1330&80&1119&2771&426&2259&5150&5610&1282&1513&4690&1152&4901&2823&3434&2434&6531&43&27&184&1537&6365&1231&1095&408&2338&2817&5764&2667&6693&1431&4128&2158&4698&499&5699&2222&637&5631&2190&2797&2336&657&200&688&1618&3120&7503&7354&307&1981&195&3258&1357&2649&4730&569&2173&6606&191&988&1247&369&5355&1729&2452&404&2002&3936&5915&889&6101&215&5561&7765&5126&6850&7840&2115&4740&5704&341&7421&4805&2686&6468&294&3214&1392&2534&529&2552&7818&2124&879&6163&4949&1621&1753&2613&8246&5680&2492&3019&983&2235&843&730&6221&1935&6471&1263&3579&1116&1886&4961&44&1014&2449&1945&5522&887&1884&2912&7154&3402&8286&4479&148&2936&4692&5105&2485&3221&1443&3431&5111&244&824&111&5501&694&175&420&7279&1992&1311&4630&446&462&1628&1085&169&3041&6907&5885&2641&7020&1732&6448&1246&1942&4151&1545&6061&6076&2781&3927&1547&2654&353&1146&7001&5430&4639&5990&3367&3347&5812&3648&3012&607&1205&2893&7859&112&72&3216&4322&567&512&311&558&89&1207&4330&1290&1384&2558&1647&3419&3126&854&4894&159&3121&3275&1219&850&4745&7538&6331&2415&292&488&3211&2499&1581&3650&7378&3022&6490&8534&1864&4403&315&785&6216&7671&1441&333&2528&5527&3417&1143&3857&1627&1458&7578&5227&1990&6321&1701&6446&3080&2217&5609&1157&2577&2478&7327&6262&1538&3536&2081&2487&2986&1697
496.7576198577881,281,352&2302&2725&6893&350&3623&4161&3636&667&2590&2455&3104&5077&1718&1526&1427&4471&2665&532&1024&5606&815&3356&1989&157&1674&2672&5174&5689&5409&3673&5510&553&1350&588&4216&2408&2940&1437&6223&3436&5872&4352&356&2789&3581&6681&1194&3533&115&2625&1330&80&2771&1251&2574&5816&1282&1513&3718&1985&314&4901&1974&3434&7125&6531&43&27&4043&1537&6365&5114&1231&408&161&2667&6693&2158&4698&499&2222&2190&2336&1269&3006&688&7503&7354&5178&195&284&569&2173&191&2510&905&1247&5355&2567&2452&2002&2166&6101&6657&7765&5126&4740&2437&341&5704&7421&4805&2686&6468&3214&1392&3112&2534&1218&529&2660&2146&4835&2149&2552&6163&4850&4194&4949&7658&1753&5680&1687&5780&221&3019&7004&983&730&1935&4961&1945&5522&3037&2722&7262&964&3402&7154&8286&148&5105&274&2485&1659&4692&5111&244&824&3559&5501&1828&175&420&1311&4630&446&1540&2826&687&1628&4971&169&3041&6907&7941&5885&2641&7020&1732&4103&6448&1246&1942&5478&4151&2147&6061&6076&617&88&2762&2781&3927&1547&2654&353&4639&5430&4986&5812&8330&2612&2997&607&2242&2353&1205&2893&112&806&7788&4322&558&89&1207&1290&6836&1384&2558&1647&6962&7623&4400&3419&139&3126&4228&3366&854&2642&767&4894&159&3969&3121&4294&2911&1219&4745&1138&6074&6331&2932&2902&292&3475&6144&2499&327&1581&7378&3022&6490&1864&1713&315&1731&1441&333&3417&4972&1458&7578&5227&1990&6321&3080&1268&5609&1157&2577&6262&1538&3536&2081&2487&982&72&1697
503.5536723136902,301,2725&6893&3623&77&4161&2590&4092&1273&1604&1266&1533&3104&2423&1427&4471&2665&532&1617&815&2457&337&3356&2598&1056&157&5174&6861&5409&3673&5510&7943&1281&553&1437&5872&4352&2789&3581&1504&3128&4056&4293&1194&1303&3533&115&1330&80&477&2771&426&5685&986&5246&5816&5610&1282&4690&634&1152&4901&3434&7125&6531&43&248&27&1537&6365&5114&3071&1231&5764&2667&7543&2158&4698&499&2222&2972&3220&5631&3006&200&7503&7354&1981&195&3258&3307&54&6601&284&3868&3411&876&569&2173&6606&191&2510&988&905&1247&2828&369&5355&1729&3349&2452&6344&2002&5915&889&6101&28&215&1904&5126&6673&7765&4740&5704&341&4993&7421&4805&2686&6468&3214&1392&5565&3112&4842&2534&529&2149&5100&879&6163&903&4194&7658&1753&1944&2492&5780&948&3019&983&1792&730&1113&4799&1935&1116&1014&5683&5076&5522&2722&1414&7262&964&6954&3402&7154&8286&4479&148&2936&5105&3221&244&824&111&3559&5501&694&4280&1828&175&420&7279&1992&4630&446&1540&2826&687&1628&4971&169&3041&7941&5885&2641&7020&1732&4103&6448&1527&1246&1942&4151&0&247&915&6061&88&2781&3927&870&1547&1404&2654&353&4639&5430&4986&5812&8330&1205&7528&2893&112&72&4322&7117&558&2935&89&1207&4330&1290&6836&1384&2558&5084&1647&3999&331&7623&4734&139&3991&4228&3366&854&4894&159&3121&1219&850&4745&2343&3225&6331&2415&292&3475&2861&488&7417&2499&327&1581&3650&635&7378&3022&6490&1864&1713&315&785&6844&1298&2604&1154&2528&3417&3857&1372&7578&5227&1990&1701&543&565&6446&3080&8066&1268&3966&6262&1538&3536&2081&1989&1697
499.7855181694031,308,2302&4342&2725&6893&350&1111&3623&4844&7757&1273&1604&1266&5417&3104&5077&679&6718&1103&1427&4471&3825&2665&532&1024&337&12&3356&4010&157&5174&6861&5409&5510&2429&4132&1281&553&588&4216&4748&2408&6231&1437&291&2027&1201&4352&1001&3581&2448&3005&417&3128&6681&2260&4293&1194&3533&115&1330&2771&2574&5685&749&3547&1513&314&1388&4690&634&1152&4744&2588&2823&6531&394&1537&3071&1231&408&4183&2667&5988&6693&2158&4698&499&3220&5631&2190&3006&200&688&1618&7503&7354&1981&1471&7431&20&195&3258&54&2649&4942&284&569&191&2510&1247&5784&369&5355&1729&3349&2002&755&3936&5915&4449&1552&6101&6657&1359&698&1904&5561&7765&5126&4740&5704&7421&4805&2686&6468&3214&1392&2534&2231&3992&529&2149&2552&6163&903&4194&4949&1753&5680&2844&1256&948&3019&983&300&730&4888&6221&1935&1263&1802&1800&1116&1304&1631&5683&2881&5522&198&1414&3402&1884&7154&4533&4059&4479&863&2936&2867&5105&148&2485&3431&495&244&111&3559&5501&694&1828&7226&175&420&7279&4210&1992&4630&446&687&6475&4971&7941&3041&811&5885&2641&7020&1732&1246&1942&237&4151&1102&2147&2352&6061&6076&2762&2781&3927&870&1547&2654&353&4639&5430&6534&4986&5812&8330&3648&607&6889&973&1205&2893&1804&112&806&558&4330&1207&1290&6836&1384&2558&1647&3999&7623&6714&4734&3419&139&3126&854&4894&159&3121&1219&850&299&6812&6331&2415&1716&3421&292&927&2861&488&1581&7378&3022&1864&3906&315&785&4496&4005&1426&1441&3417&3857&1627&7578&5227&1990&6321&1701&543&217&3080&2217&5609&1157&3966&2577&6262&5914&1538&6274&3536&4214&2081&2487&982&72&27
