tdg_iter_descent_v4[5000, 1]
time,|TSS|,sol
240.012136220932,330,2686&2936&6606&1498&1219&2002&6657&2336&2725&8330&4740&607&532&3623&2408&5685&2437&5105&948&3906&4949&1225&4805&854&1282&6471&7503&1157&850&6061&2147&200&4971&2704&3402&6836&2423&1121&5355&1431&292&4748&6262&8246&2771&3019&1116&2789&215&426&2638&2510&1152&909&6365&2590&1228&3080&5683&89&1119&2024&327&244&1540&7378&2665&3307&698&7154&3071&1604&2567&350&353&191&4961&1246&3356&6331&749&139&3718&4228&3419&1935&6494&5157&3112&8087&2452&4630&7279&889&43&1992&4639&195&2217&27&3104&5430&4103&5870&2087&1427&5126&2492&1311&2302&1266&112&3128&905&6223&115&1701&4352&4986&2487&6468&2173&4744&2558&4937&5885&7020&3366&341&1458&446&5915&3288&687&169&2343&6446&4322&2826&1194&983&307&3349&7125&111&3581&694&5609&4161&4698&3417&3658&558&5510&1753&588&5501&3022&688&7354&4194&1942&434&1732&394&1647&815&5174&157&2415&2722&7197&7203&824&3214&7623&3041&6163&88&4670&1414&730&3139&1437&3936&4823&5114&488&5326&5859&1384&5812&1211&2893&2499&1273&499&555&2528&2598&5100&8362&1674&1828&7765&4894&2781&1987&247&337&8286&7421&4151&2625&3138&3258&4251&5561&6490&6448&3927&2902&4745&2171&5872&6074&1392&529&1513&3636&1527&6531&2485&1864&4844&2057&1713&3579&1247&2144&2081&785&3536&6499&634&7578&2534&3221&3126&569&2149&3006&5227&6076&3851&5704&2654&3673&2184&5825&2552&2574&4835&2641&159&6115&507&2667&2410&1290&299&1627&4901&2848&148&198&54&175&3868&1268&1989&5927&4216&5032&1205&6101&2115&6861&1729&315&6221&1537&1547&4043&1207&80&1697&5816&3559&988&2158&1974&1538&4471&3740&5530&2470&1359&6893&553&3857&1281&72&2190&6361&6693&3533&5056&404&3434&1945&4183&3966&1886&1330&1807&3668&3475&3121&1146
232.53898286819458,393,2686&2936&6606&1219&2002&6657&2336&2725&8330&4740&607&880&2408&5685&1656&2437&5105&5610&948&178&1111&4949&3906&4805&1730&6073&854&1282&6471&7503&4690&1157&850&6061&5246&4971&2704&4092&3402&6836&2423&1121&5355&1431&292&4748&6262&8246&2771&3019&1116&2301&215&426&2789&1842&2638&2510&1152&6365&2590&1228&6534&3080&327&89&408&244&4850&1540&7378&2665&3307&7154&3071&5077&512&1604&3398&353&191&4961&1246&3356&6331&2911&139&5483&2577&3718&4228&5478&4330&3419&1935&6494&5157&3112&8087&1791&7004&2452&4630&284&7279&3645&889&43&1992&4639&195&8534&11&2217&27&4360&3104&5430&2539&2823&3275&719&5680&4525&4103&4749&1427&5126&7849&2492&1441&1311&3596&2302&1266&112&2824&3128&905&6223&3431&115&1701&4986&2487&6997&6468&2173&4744&2558&4937&5885&3366&341&1458&446&5915&687&5147&169&2343&6446&4322&2826&1194&983&5604&3349&7125&111&694&5609&4161&4698&1304&1154&2649&3417&916&3658&558&5510&1753&588&5501&3022&688&7354&1981&2222&4951&4194&1942&2613&434&1732&1581&317&1647&213&5174&2415&2722&7197&7203&1024&824&6524&3214&7623&3041&6163&1618&88&858&7543&1414&420&730&3139&1016&7757&1437&7943&4566&7838&3936&4823&417&5114&488&5326&5859&2561&1384&4532&5812&6144&2893&2499&1273&499&2528&2598&5100&1828&1985&7765&5848&7886&1884&2781&337&8286&6321&7421&4293&4151&2625&1990&3138&3258&4251&5561&6490&6448&4479&2986&3927&2902&4745&2171&5872&1231&6074&248&1392&529&1513&7117&4132&3636&1527&3436&6531&2485&7941&1864&4844&5522&903&1713&3579&1247&5769&3713&785&2081&3536&634&452&7578&2534&3126&1303&569&2149&3006&5227&6076&3851&5704&2654&3673&2552&7818&2574&4835&1617&2641&159&6115&507&2667&1290&1627&4901&54&148&175&3868&2612&3120&1989&2516&4216&1558&6101&2115&6861&1729&315&379&6221&1537&887&1547&4043&1207&2817&6964&1697&3156&7671&5816&3559&988&6954&2158&1974&806&1538&4471&3740&5530&1359&6893&553&7262&2880&221&1388&3857&0&369&1281&72&1436&2190&6361&5764&6693&5565&1731&3434&5056&404&1945&1886&4183&1330&3475&2861
240.14708757400513,298,2686&2936&1219&2002&2336&2725&4740&607&532&3623&880&2408&1946&5105&3906&4949&4805&854&1282&7503&4690&1157&850&6061&200&4971&3402&6836&5355&5780&292&4748&6262&2771&3377&3019&1116&2789&1152&909&6365&2590&6534&1228&3080&5683&89&327&640&1540&408&244&7378&2665&698&5077&3398&353&191&4961&1246&3356&4611&2911&139&2577&4228&5478&3194&3419&4330&1935&3153&5631&4630&7279&4639&1992&7658&195&43&27&3104&5430&2539&719&4103&1427&5126&2492&1441&1311&2441&2302&1266&112&905&3431&115&1237&4352&4986&2487&6468&2173&2558&5885&7020&341&1458&446&3288&687&169&6446&2573&4322&2826&1194&983&3349&111&3581&241&694&5609&8139&4161&4698&1154&2649&3417&5510&558&1753&588&5501&3022&688&1981&7221&1942&1532&1581&1647&815&1628&5174&2415&1024&824&5582&3214&7623&1074&3041&6163&5988&1618&88&858&420&730&7757&1437&915&3936&417&5114&1384&272&5812&6144&2893&2499&1273&499&2528&1828&7765&4894&1884&1176&2781&247&337&964&8286&6321&7421&4293&4151&1990&3258&6490&6448&4479&2986&3927&2171&5872&1231&2097&6074&1392&529&1513&1527&6531&6141&2485&1864&5522&2057&1713&3579&1247&2606&2081&785&4285&3536&986&6499&634&7578&2534&2149&6076&3851&5704&2654&755&2184&5825&2552&1190&7001&4982&4835&2641&159&383&507&2667&1290&1627&4901&148&175&1268&2612&1989&3120&1858&4216&1205&6101&6861&1792&1729&315&6221&887&1135&1547&1207&1697&7671&5816&988&6954&2158&1974&806&4471&6231&1359&6893&2881&7262&3857&369&1281&4400&72&1436&2190&5764&6693&4183&3434&1330&3966&8683&6681&3475&3121
238.87822604179382,345,2686&6606&2336&2725&4740&607&532&3256&3623&2408&5606&5685&2437&5105&4121&5409&638&4949&5839&6103&854&1282&4995&4690&1157&850&6061&841&200&2704&3402&6216&2423&5355&3242&4398&292&6262&8246&6376&1116&2301&2789&2510&1152&1002&6365&2590&1228&3080&5683&89&1119&1540&7378&2665&4266&698&7154&5077&5217&350&353&191&4961&1246&3356&6331&4611&139&2577&313&4228&5478&4330&3419&1935&5157&3112&3114&878&4195&4630&7279&889&2787&1013&195&5493&3239&11&2217&27&3104&5430&2823&3275&5680&4103&4749&1514&1427&5406&1441&1311&3596&2302&3159&1266&112&3421&905&4554&3758&870&115&1701&4352&4986&5590&2487&6468&6270&2173&2558&5341&7020&341&1458&5915&3288&687&1232&169&2959&5117&2573&3613&4322&2826&1194&983&2816&3349&7125&111&684&3581&4698&1578&2649&3417&3658&558&5510&588&5501&688&1461&1981&2222&4951&4194&1942&188&1732&1647&815&1628&5174&1541&157&2415&7197&1024&824&3214&7065&3041&4492&1618&858&462&5677&1414&420&730&3139&1016&7757&4566&4609&3867&3936&4823&417&488&1384&272&5812&199&6144&2893&5617&1273&499&2528&2598&294&1352&5100&249&1828&1985&7765&1884&185&2781&3902&8286&2474&7421&4293&4151&1990&3258&5561&8346&4479&6448&3367&3927&2902&4745&2171&5872&4325&1231&6766&6074&248&1392&529&1513&4132&3636&1527&3436&6531&6289&1864&4844&5522&2057&3579&1247&4268&2081&785&4826&3536&634&7578&2534&569&2149&3006&5227&6076&5704&2654&3543&3673&6004&2552&2347&6961&2574&2641&1242&159&2667&1290&299&1627&148&175&1268&2612&1989&7622&1205&6101&2115&6861&1729&315&6221&1537&1547&5291&1207&2817&3037&80&1697&7671&3693&3559&988&6954&2158&1974&1538&4471&5530&6231&1359&6893&553&2881&7262&329&221&3857&0&369&1436&2999&3909&6361&6693&5565&404&3533&3434&1945&4183&1330&1886&1807&6045&3668&3475&3121
234.4997763633728,345,2686&2936&1219&2002&2725&4740&607&532&3623&2408&5685&1946&551&2437&5105&948&1111&4949&2208&638&3906&4805&6073&854&1282&7503&1895&4690&1157&850&6061&2147&200&5246&4971&3402&5950&2423&2753&1121&5355&4449&5780&292&4748&6262&8246&3019&1116&2301&2789&426&2638&2510&1152&909&6365&1449&2590&1228&3080&5683&89&327&1789&640&4850&1540&7378&2665&2588&1102&5077&512&1604&353&2699&1917&191&1246&3356&139&2577&3718&4228&5478&4330&3419&2775&1935&6494&5631&8087&2452&4630&284&4518&7279&889&4692&4639&1992&195&11&2217&27&5430&2823&719&5680&4525&839&1478&1427&5126&2302&508&112&3431&1701&4352&4986&1089&3903&2487&6468&6601&2173&4744&2558&4937&5341&5885&7020&341&1458&3288&687&2601&169&2343&1822&1187&4322&1194&983&5604&1631&111&3581&694&4161&4698&1304&1154&2649&3417&5510&558&1753&588&5501&3022&688&7354&1981&2222&1942&434&1732&1581&1647&815&5174&157&2415&824&3214&7623&3041&2025&6163&1517&1618&88&4670&1414&420&730&1274&3139&1437&3936&417&5114&1420&488&1384&2655&5581&5812&2893&2499&1273&2528&2598&1352&1674&1828&7765&7886&2781&247&1583&8286&6321&4010&7421&4293&4151&1990&3258&4251&5561&4021&4479&6448&3927&2902&4745&5872&1231&248&1392&529&2640&1513&3636&3436&2340&3648&6141&6531&2485&176&7941&1864&5522&2057&3579&1247&4268&5111&2713&2081&785&3536&986&634&1168&7578&3172&2534&3221&1303&3126&569&2149&3006&5227&208&6076&5704&2654&3673&182&4957&2161&2641&159&6115&507&2667&1290&1627&355&4901&198&175&1501&1011&2612&1989&2912&4216&1205&6101&6861&1792&1729&315&6221&1537&887&1547&907&1207&6964&7671&3693&5816&3559&7607&988&2158&1538&4471&2360&1359&6893&553&7262&221&776&0&996&7707&369&4400&204&72&1436&5764&6693&3533&3517&3434&4183&1330&3966&1886&1807&2861&3121&7212
235.17031502723694,340,2686&6606&2002&6657&2365&2725&4740&607&532&3623&463&2408&5685&5105&544&948&3906&4949&4805&6103&1282&7503&4690&1157&850&6061&200&5246&4971&3402&6836&2423&2753&5355&292&4748&6262&8246&2771&3377&3019&1116&2301&215&426&2789&2638&2510&1152&909&6365&6534&3080&5683&89&408&1540&7378&2665&3307&7154&3071&5077&1604&350&353&818&191&5251&4961&1246&3356&6331&5937&4611&2911&139&2577&3718&4228&5478&4330&3419&1935&6494&5631&4630&284&7279&3645&889&3211&4692&43&1992&4639&195&28&2217&27&3104&5430&4520&3275&5680&458&4103&1427&5126&7849&2492&1441&2302&1266&112&3128&905&870&1444&115&1701&4986&7252&2487&6468&2173&2558&5885&341&1458&446&5915&687&169&2343&6446&5117&4322&3866&2826&1194&983&2816&3349&111&3581&694&6610&4161&4698&1304&1154&2429&3417&5510&558&1753&5501&3022&688&1981&2222&4194&1942&1732&1581&1647&815&1628&5174&157&2415&2722&1024&824&3214&7623&3041&6163&3701&1618&4670&5593&1414&730&1437&4566&7838&3936&4823&2537&417&5114&488&5859&2561&1384&5812&2893&2499&1273&2598&4303&1828&3993&7765&800&7886&1884&679&247&4743&337&1583&964&6321&7421&4293&4151&1990&4159&3258&4251&5561&6490&6448&2986&3927&4745&2171&5872&1231&6074&1392&529&248&1513&3636&1527&2619&3648&2160&6531&2485&973&5371&1864&5522&903&2057&1713&2690&3579&1247&2081&785&3267&3536&634&7578&1303&569&2149&3006&5227&6076&3851&5704&2654&2552&7818&6807&5193&2641&159&6115&507&2667&1290&1627&4901&54&148&198&175&2612&3120&1989&2516&4216&1205&6101&2115&6861&1729&315&6221&1537&1547&2583&4043&5977&1207&1283&1697&3156&7671&5816&3592&988&6954&2158&1974&1538&4471&3740&1359&6893&553&221&3857&0&369&1281&72&2190&6361&3909&5764&6693&3533&5056&3434&4183&1330&6099&4477&5240&2861&3121
235.90556621551514,341,2686&2936&6606&1219&2002&6657&2336&2725&8330&4740&607&2408&5685&2437&5105&5610&178&1143&3906&5299&4805&854&1282&6471&7503&4690&1157&850&6061&200&4971&2704&6836&2423&1121&5355&1431&292&4748&6262&2771&3019&1116&2789&215&2510&909&6365&1526&2935&1228&3080&5683&89&1119&2024&327&408&244&4850&7378&2665&1540&7154&3071&5077&6291&3354&350&353&191&4961&1246&3356&6331&4611&139&2577&3718&4228&4330&3419&1935&6494&3112&3114&2452&1791&4630&284&7279&3645&889&4692&43&1992&4639&195&8534&2217&27&5430&719&5680&4525&2087&1427&7849&2492&1441&2302&1266&112&2824&905&6223&3431&115&1701&4986&2487&6468&1241&2173&4744&2558&4937&1659&5885&7020&341&2338&1458&446&3288&2242&687&5147&5399&169&2343&6446&4322&2826&1194&983&111&3581&694&2940&5609&4161&4698&1304&1154&2429&2649&3417&916&5510&558&1753&588&5501&680&3022&688&7354&4951&4194&1942&434&1732&1581&1647&815&1628&5174&157&2415&2722&7203&824&3214&7623&1869&3041&6163&1618&88&4670&6784&7543&1414&420&730&2797&7757&1437&7838&3936&4823&417&488&1384&272&3991&5812&1059&6144&2893&2499&499&2528&5100&1674&1178&1828&7765&4894&4063&7886&2781&679&247&337&1583&6321&7421&4293&4151&2625&1990&3258&5561&6490&6448&4479&3927&4745&2171&1231&6074&248&1392&1513&4132&3636&1527&6531&2485&1864&2057&1713&3579&1247&5111&6714&2081&5952&3536&986&634&452&2534&3126&1303&569&2149&5227&6076&3851&5704&2654&2552&8143&1617&2641&159&6115&2667&1627&4901&54&148&198&175&3868&1989&8067&565&4216&5032&1205&6101&2115&6861&1729&315&6221&1537&887&1547&4043&1207&2817&6964&80&3156&5816&3559&988&2158&1974&806&3567&1538&4471&5530&2470&6231&6893&553&7262&221&3857&0&369&2190&5764&6693&3533&1945&3434&4183&1330&3966&1886&3475&2861&3121
237.27258944511414,358,2686&2936&1219&2002&4740&607&532&3623&2408&5606&5685&2320&2437&5105&5610&948&5409&3906&4949&4805&1730&6073&854&1282&7503&4690&1157&850&6061&200&4971&3387&4092&3402&6836&2423&4449&5355&5780&292&4748&6262&8246&2771&3019&2789&215&426&2638&2510&1002&909&6365&1228&2673&3080&5683&89&1119&327&244&1540&7378&2665&3071&5077&1604&350&353&191&4961&1246&3356&6331&139&5483&2577&3718&4228&1723&4330&3419&1935&1791&4630&7279&889&622&43&4639&7658&195&11&2217&27&8336&3963&3104&5430&2539&3275&719&5680&4525&4103&1427&5126&7849&1441&1311&2302&1266&112&311&2824&2211&905&870&115&1701&4352&4986&2487&6997&6468&2173&4744&3347&2558&4937&5885&7020&3366&1458&446&5915&687&169&2343&6446&557&4322&2826&1194&983&5604&307&3349&111&3581&694&5609&4161&4698&1304&1154&1233&2429&2649&916&5510&558&1753&5501&3022&688&7354&502&1981&8539&4194&1942&2613&1732&1581&1647&815&1628&5174&1541&2415&1024&824&3214&7623&3041&6163&4492&1618&88&4670&858&467&1414&420&730&3139&5260&5691&1437&915&7943&7838&3936&4823&417&5114&488&5326&1170&1384&272&5812&2893&2499&1273&499&2528&1674&1985&7765&4894&1176&2781&247&337&1583&8286&6321&2214&7421&4293&4151&2625&1990&3258&5561&6490&6448&4479&2986&3927&2902&4745&2171&5872&1231&6074&1392&529&248&368&1513&7117&4132&3636&1527&6531&2485&1864&5522&2057&1713&3579&1247&5111&785&3536&634&3771&7578&2534&3221&1303&3126&569&2149&3006&5227&6076&3851&5704&2654&3673&2552&2161&4982&2574&4835&2641&159&6115&507&2667&1290&299&1627&4901&54&148&198&175&1268&2612&1989&3120&1205&6101&2115&1792&1729&6861&6221&1537&887&4043&1207&2817&6964&7671&3559&988&3545&6954&2158&1974&4471&3740&5530&6231&2881&6893&553&7262&221&1388&3857&0&369&1281&72&1436&2190&5764&6693&5565&5056&3533&1945&4183&3966&1886&1330&978&3668&1431&2861&3121
230.39182043075562,372,2936&1219&2336&2725&532&3623&880&2408&5606&5685&5105&5610&948&178&5409&1111&4949&3906&4805&1730&1282&7503&4690&1157&850&6061&200&5246&4971&2704&3402&6836&6216&2423&5355&5780&1431&292&4748&6262&840&8246&2771&3019&1116&2789&215&2510&1152&909&6365&3080&408&89&244&1540&7378&2665&3307&698&7154&3071&5077&512&350&353&191&4961&1246&3356&4611&139&5483&3718&4228&5478&4330&3419&1935&5631&2452&4630&284&1740&7279&889&4692&43&4639&195&8534&11&2217&27&3104&5430&3275&5680&4103&4749&2087&1427&5126&7849&2492&1441&2302&3651&1266&2824&3128&1890&905&748&6223&115&1701&4352&4986&2487&2909&6997&6468&2173&4744&2558&5885&7020&3366&341&1458&446&5915&687&5399&169&1822&557&4322&2826&1194&983&5604&68&307&111&3581&694&5609&4161&4698&1154&2429&3417&916&3658&558&5510&4782&1753&588&5501&3022&688&7354&2222&4194&5188&1942&1732&1581&394&2623&3694&1647&815&1628&5174&157&2415&2722&7203&824&3214&7623&5178&3041&6163&88&3999&4670&39&7543&1414&420&730&3859&7010&3139&1437&7943&4566&3936&4823&488&5859&2561&1384&272&5812&2893&2499&1273&2528&2598&5100&249&1828&1985&7765&4894&1884&151&2781&679&247&337&6321&1251&7421&4151&2625&1990&3258&5561&6490&6448&4479&3625&2986&3927&2902&4745&2171&5872&1231&6074&1392&529&3532&1513&1552&4132&3636&1527&1968&3436&4840&6531&2485&1203&1864&4844&5522&1708&903&2057&1713&3579&1247&3220&2525&5111&2713&3713&2081&5952&3536&6499&634&7578&2534&3221&3126&569&2149&3006&5227&208&6076&3851&5704&2654&3673&5920&2552&2574&4835&1617&2641&159&507&4403&2667&2410&1290&1627&4901&148&198&175&3868&234&1268&1989&2612&3120&4216&1205&6101&2115&1792&1729&6861&315&6221&1537&887&1547&4043&1207&4853&80&1697&6808&5816&3559&988&6954&2158&1974&806&1538&4471&3740&5530&2470&1359&6893&553&7262&2880&221&3857&1281&1436&2190&6361&1649&5764&6693&3533&404&3434&1945&4183&1330&1807&3668&3475&2861&3121
