tdg_iter_descent_IMP[5000, 1]
time,|TSS|,sol
44.75339722633362,200,5504&1307&2189&2242&1994&2039&582&2539&3897&3866&3718&0&1742&3571&4434&873&2666&962&2384&4362&3865&4769&1749&2653&3022&1556&2942&5537&1751&2094&4324&110&5096&5154&6168&127&1765&2551&3797&1191&1792&4116&125&2617&1659&2890&2345&1945&4041&20&1200&572&821&963&4880&2049&390&2596&4334&2352&3309&1620&1644&490&1228&129&108&1289&1077&1582&3310&3771&2646&940&4022&2654&667&49&43&335&4183&3858&3867&948&1877&3475&5021&4098&635&1275&958&3827&1318&2498&4285&1396&6071&1424&2767&3813&541&478&1758&2828&1805&1534&999&2451&4084&3232&193&411&740&1882&319&853&2309&1462&5645&1478&2638&686&1626&303&1636&516&180&3613&1992&55&1354&1698&1815&64&2948&1856&4473&769&3270&1369&922&880&192&424&4603&786&3810&680&571&1648&2523&1766&693&1445&4109&175&151&419&2048&859&1724&3312&370&1398&133&3742&804&4781&4004&3615&3981&3715&4369&1168&5788&4695&3358&4952&576&136&1198&2244&3066&5487&3930&4173&2199&3716&1685&146&1548&2723&1271&3163&1669&4230&2579&3926&3311&3364
46.71836876869202,200,5504&1307&2189&2039&3409&2376&1742&1579&4890&3571&4434&251&2384&4362&1749&2653&285&1556&2942&5537&4940&2094&2279&169&4324&2293&5096&5154&105&989&2975&3797&2157&1075&889&3558&1792&4654&484&2428&125&5312&1659&4363&1866&1210&3140&5406&4041&20&1200&4085&2596&2049&390&1620&1644&2392&2953&1541&108&2573&1077&654&2781&3310&3771&2646&2654&667&49&5220&138&335&679&948&1877&570&3475&4600&3376&1888&1275&1814&1318&3285&2498&1396&439&3405&1181&4124&4487&478&4689&2677&1758&4120&1534&3166&3846&2451&316&46&3232&193&238&2071&1699&881&5645&2253&2638&248&1525&625&4157&1626&2167&934&1636&1772&180&3613&1992&3179&5572&1698&1662&1815&64&2948&1856&769&1369&2078&192&2310&786&1466&4957&1574&3810&680&1237&3725&1648&732&2523&693&2737&1176&4109&151&2048&859&3312&736&370&2581&4587&1398&4735&521&804&866&5213&4004&3615&3981&1297&2794&3715&4369&1212&1598&5788&2288&2114&576&136&1850&886&1198&1974&2425&3066&2068&284&1658&3930&2199&3716&1685&146&4400&3163&1163&3926&3364
46.40495753288269,200,5504&3897&3866&1742&474&1562&4890&3571&4434&1162&852&1027&2384&350&1385&3865&17&4769&1749&1556&5537&1491&3789&1751&4444&3463&2094&169&2293&5096&5154&606&2551&3797&2356&152&2275&5107&2930&125&1659&2890&5406&3934&4041&20&1200&572&2368&963&4880&2049&390&2596&1520&5168&3187&821&1620&1644&1812&1793&2871&1541&108&3310&3771&1675&3021&2654&667&803&49&681&5220&1547&335&724&948&1877&3475&8&60&2496&1275&1814&1273&532&66&1318&3285&2498&4285&1396&6071&1424&4799&3813&1181&525&261&478&1758&2828&1805&3966&3346&1534&2193&3846&923&385&2451&1030&316&1209&193&5303&4319&1882&1462&5645&1478&1118&2798&2638&1703&547&1626&303&1636&180&3613&1992&3179&5572&1354&1028&2447&2948&1856&769&2533&1369&922&228&28&192&4686&786&1466&3810&2086&1752&680&1648&4095&2523&693&1445&1081&4109&2779&3312&736&370&2391&1398&867&521&2201&1533&804&874&4781&4004&3615&3715&4369&1168&5788&31&2114&885&576&136&886&1198&2244&1904&3066&2425&1658&3716&1685&146&3163&3926&3364&4891
46.696428537368774,200,5504&1307&1994&2039&3866&1742&5132&3571&2597&700&279&3998&2666&2384&3865&4769&2644&1108&1749&1230&1071&2942&5537&1657&1751&2094&2279&4324&2780&2293&5096&5154&1367&3797&1075&1792&1500&125&1973&1659&226&2890&5406&4041&20&1200&963&4880&2049&390&352&1620&1644&902&310&490&108&1981&3310&1930&3771&2569&1675&2654&667&5220&335&679&948&1877&570&257&3475&1102&3566&1867&1275&1814&2427&2462&364&1318&2498&4285&1396&76&6071&1424&3813&1181&2060&1920&478&1758&2828&1534&999&2978&2451&1030&655&3232&193&4319&1882&1165&3600&4196&1462&5645&1478&2253&2798&4303&2638&686&1626&303&1636&180&3613&575&1992&5285&3179&5572&1698&3364&1815&4459&2948&1856&769&922&1041&2014&192&786&1466&176&719&3810&1648&48&1697&4852&2523&693&1445&4109&2657&175&151&2048&859&3312&370&2529&2007&428&1398&4735&521&3257&3705&2633&804&1962&2637&4781&4004&3615&3981&3715&1922&2359&3027&5788&2288&2281&2114&2087&576&136&886&1198&1974&3066&3930&2199&3716&1685&146&2213&3163&3839&4230&3926&4434&5629
45.35841250419617,200,5504&1307&33&1994&2039&3866&1742&2846&1562&3571&4434&1709&873&2666&2231&2384&2092&5663&234&3865&4769&1108&1749&946&2653&684&1556&2474&2942&5537&1657&2260&4324&2293&5096&5154&606&1765&3473&4491&1191&326&1792&3991&2228&125&2890&2345&3115&312&3934&4041&20&1200&572&2559&390&640&4334&1620&1644&1383&310&490&1719&2906&108&3310&3771&1675&2654&667&49&335&1305&2888&948&1877&3475&3080&3733&475&1275&1814&66&1242&1318&2498&4285&4081&6049&2870&6071&1424&518&4799&1441&1920&280&2424&478&4689&1758&3700&1534&999&2546&3846&1190&1030&548&3232&193&327&1882&3815&4196&5645&1903&2638&2676&1626&2098&1636&180&3613&32&1992&3179&55&5572&1698&2799&1815&5140&2948&1856&3167&3549&2241&1369&922&192&412&786&1466&3810&4551&680&1648&4095&1676&4852&2523&756&693&1497&4109&151&2048&2414&3312&736&370&1398&2069&3735&867&521&782&3295&1260&804&4781&2683&4004&3615&3715&14&5788&2034&2114&576&136&886&1198&683&3066&3930&1020&2199&1415&3716&1685&146&3163&4928&3670&3926&3364
44.73638343811035,200,5504&1307&1994&2039&3866&3580&1742&2198&1562&3571&142&1939&5817&2666&4553&4829&2092&5470&3865&1864&4769&1108&1749&1068&2653&2246&1556&2474&2942&5537&1657&1751&2984&2094&2075&169&4324&2293&5096&5154&1765&1378&3797&2897&1656&3263&3558&1792&2428&1973&1659&1213&2890&878&3293&5406&967&4041&1200&1143&2596&4880&2049&390&1620&1644&2239&3200&2871&108&3310&3771&2646&942&1675&1420&2654&667&49&43&5220&335&531&2663&948&1877&3475&1943&3733&1649&629&1352&1019&1275&1814&1318&759&2498&4285&1396&439&415&6071&1424&3813&1181&478&4689&1758&2828&1534&3846&2451&1530&193&1882&5645&1478&2253&2798&2638&686&1626&303&1636&2634&180&3613&1891&1992&5285&55&3179&5572&3564&1698&3364&4015&1815&64&2948&1856&1941&769&2946&1369&3614&922&5689&192&760&718&786&1466&3810&2086&680&4109&151&2048&859&5469&3157&3312&4143&736&370&2847&1398&1246&521&804&4004&3615&3981&1509&3715&3786&1168&3468&1854&5788&2114&576&136&1850&886&1198&1974&2602&3930&2400&2199&3716&1685&146&1669&3163&3926&4434
45.63602828979492,200,5504&1307&1994&2039&3409&3866&1742&22&873&1437&914&2231&962&2384&2092&4645&4769&1286&1749&2653&4860&2942&1751&423&2094&169&4324&2293&5154&3280&606&3797&1191&1887&4754&162&307&2907&3863&1792&125&1659&1210&2890&2345&5406&4041&20&1200&2635&963&2049&2596&390&5168&1365&1620&1644&490&2871&5201&108&654&3310&3771&2646&268&3&2654&667&49&2025&5220&777&335&948&1877&257&3475&116&964&2151&635&1275&1814&1318&3285&2498&4285&1396&2870&6071&1424&1181&478&4689&1758&2828&1534&184&3846&2451&1030&316&193&3687&1561&1882&1462&5645&1478&2253&2638&3026&4533&1626&3327&180&3613&165&32&3179&55&5572&5058&2355&1815&769&5545&1369&922&1041&2014&192&191&4686&1466&1794&3810&680&4423&1648&5590&2523&693&4139&2690&382&151&2048&859&3312&71&736&370&4047&1889&2391&1398&521&1070&804&3371&4781&4004&3615&3981&3715&5931&1922&3468&3027&5788&2288&2281&2114&31&576&136&886&1198&2244&1836&3066&5584&5183&3930&1452&1247&2199&3716&146&321&4400&3163&4230&5682&3926&3364&4891
46.92435836791992,200,5504&2039&3897&3866&1742&3922&3292&1437&984&2666&2384&2092&1349&17&4769&1108&1749&2653&1556&2942&5537&1262&2413&1471&4324&2401&2293&5154&606&1765&2923&3797&567&3039&125&1659&2045&2890&2345&5406&4041&20&1200&572&620&963&4880&2596&4107&390&1620&1644&4833&310&2871&129&108&27&5480&3310&5779&3771&1675&2654&667&49&1413&5220&335&948&1877&4298&808&3475&636&39&1557&299&1275&1814&1273&5482&661&1318&1959&3372&1396&2870&6071&1424&3813&1181&478&4689&1758&5909&1534&3846&6108&2904&4277&2451&1030&3232&4053&740&1882&2050&2203&3833&1462&5645&2638&686&1626&3574&303&1636&516&180&3613&3676&1992&3179&55&5572&1698&3014&3364&1815&64&2948&1856&769&1369&922&192&4249&786&289&3810&1510&680&1237&1648&2017&2523&5037&693&1445&1834&4109&2657&382&3515&2048&3312&178&736&370&2581&428&1398&521&3295&1533&647&804&1374&4004&3615&1220&3715&4369&1168&2940&5788&2288&2114&905&576&136&886&1198&2244&1974&3066&3930&1247&825&2199&2196&146&1685&1669&3163&2019&3926&4434&4891
45.72369956970215,200,5504&1307&33&2039&3409&2360&3866&1431&1742&2205&3571&2672&6006&873&852&3998&2666&2384&4362&5516&4769&1108&1749&2653&2942&5537&3234&1157&1657&1751&2094&4324&2293&5096&5154&606&1765&2923&1191&326&3913&2286&2428&3298&2617&125&1659&2890&2345&5406&2492&4041&20&1200&963&2049&2596&390&5168&1620&1644&902&3200&108&654&3310&3771&2646&1909&2222&2654&667&2502&5220&335&1305&948&1877&3475&60&455&1019&1275&1814&4703&66&5482&1318&2498&4356&1396&2750&1761&6071&1424&3813&2424&478&4689&1758&3950&3966&473&1534&2193&2651&731&3846&2494&4027&5241&2451&4242&3232&193&411&1243&1882&1462&5645&2638&358&686&1944&1923&1626&2306&209&1636&180&765&1992&55&5572&1698&1815&2948&1856&769&1369&1780&192&1712&786&1466&1141&3616&314&3810&2086&1752&680&1648&4852&2523&693&5775&111&1445&559&382&5331&151&2048&859&2116&3312&736&370&351&2529&1398&604&521&4004&3615&3981&2484&356&1043&3786&1168&5788&2288&2114&2358&576&136&1198&3066&3930&2199&146&2723&2213&1669&3163&1889&3926&3364
