tdg_iter_descent_IMP[5000, 1]
time,|TSS|,sol
96.17296624183655,361,5872&6331&1237&6455&5829&5683&2518&4150&27&4745&5812&5281&1437&2415&3220&327&854&315&2826&2667&6361&4805&5355&2824&4740&5530&2781&4043&7719&726&1674&3533&3857&329&543&1627&5227&1946&6494&5685&1828&5562&4951&3864&88&3645&6490&1990&3255&408&111&3966&3258&2755&178&5565&5680&7765&7154&148&2129&3648&2499&2665&8112&284&6321&1981&1403&7421&3104&6893&6061&5609&2182&822&3866&446&5501&384&1436&341&2771&6269&1359&1628&2547&4765&5076&3927&6954&2487&688&1777&3017&247&1210&2625&5952&6163&6047&3352&7487&529&4044&2528&889&2380&3120&1764&4444&2830&3906&292&4228&7818&3356&2686&6074&320&2789&169&5470&4566&1945&3673&3000&1379&5737&3041&219&4901&3581&1431&2940&3417&3434&7354&698&3814&3579&6231&488&2612&1581&0&1268&2903&3559&4611&8124&2567&1729&2751&5126&4678&3121&5493&3207&7747&71&417&4006&4413&1001&1384&1246&1119&5100&1614&3892&2861&2558&6448&575&3718&3304&1154&1207&3442&157&2302&89&5704&2343&3536&1311&1427&1133&1205&3022&5561&2408&1538&4322&6777&4103&512&6365&3385&7543&4268&43&7020&6446&4894&3668&553&2848&6107&6739&1513&1404&1618&532&1304&1330&5302&2452&3288&2817&1009&1273&569&5915&4748&2190&2902&4749&1675&3292&6888&244&3053&983&558&3879&1697&2173&1904&6836&3636&2083&5422&2002&112&2641&2649&6997&2222&624&4698&4949&6962&7409&2823&1392&1942&5780&730&350&3623&6863&3019&6933&4670&380&1194&195&2301&5745&499&5817&6101&6606&1894&5032&2018&1864&5631&3080&2147&5413&824&7183&6376&7262&3307&5610&679&1974&948&1992&785&1111&3112&1290&272&4293&687&2591&5606&2552&2158&2893&7503&1732&1604&151&6600&629&5114&2058&6499&1547&1791&3630&1537&6748&6861&5111&565&999&353&4092&2725&7578&420&1247&5510&6076&2965&1231&191&3219&1105&8066&3475&4888&5056&6531&389&173&7821&3713&4442&3499&4121&1219&5483&4986&1891&1157&3085&1266&5509&5174&815&988&4630&1656
95.9674859046936,361,248&5872&6331&2951&5683&2115&27&5812&1303&1437&2415&327&854&315&2826&2667&2057&6361&4805&5355&4740&2781&5530&7689&1674&2537&3533&4408&3857&543&1627&4640&175&5227&1946&7256&6494&2413&1828&4951&88&3645&909&1990&408&1553&2534&111&3966&3258&2577&7765&5565&5680&4492&1135&7154&3648&332&2665&1195&5604&4788&5679&1981&7421&3104&6061&5609&8333&446&1886&2488&5501&64&341&2771&1359&1628&564&1647&3980&3927&3612&4501&6954&2487&688&247&2625&1458&6163&3264&3398&1968&4044&4132&3349&807&2402&292&1667&7818&3356&2686&6074&2789&169&4566&1945&3673&672&4336&3160&3041&4901&3581&2590&3417&3434&7001&5653&698&282&7307&3579&6231&488&3283&2612&1581&6082&568&0&1268&72&3559&199&4419&4611&5105&4399&1729&2215&2751&1024&802&5126&997&3121&4106&1399&417&3644&2700&5950&1384&3867&1246&8286&1132&3128&3242&221&4551&5100&2861&2558&6448&76&3718&1154&1207&157&2302&89&5704&2343&3536&7107&1311&6326&1427&1205&5561&2408&1538&4322&512&6365&7543&4268&4689&6446&4894&553&2032&1513&7812&3701&1618&532&1304&1330&5825&2452&4692&3288&2817&1748&3540&4059&569&5915&4748&967&7125&2190&1357&5876&2902&5902&5428&3114&244&3053&983&3082&7608&558&1497&1697&2173&6836&3636&4937&662&5454&2002&112&2641&5430&2649&1325&542&4169&4698&6962&2823&1392&1689&5409&1942&5780&3238&730&3377&3623&3019&7849&4670&2303&452&1194&5017&1540&195&2301&245&499&1920&2257&4471&6101&2652&1864&5631&4194&3080&7377&80&824&1186&2760&3307&2282&679&1974&8527&1992&785&1111&3112&3154&1290&6892&1116&1282&4293&687&2552&2158&4929&5301&2893&7503&1604&5206&5114&3657&1547&4070&2574&1791&1537&1948&6861&6756&4695&5111&565&353&5692&1441&4092&2725&7578&420&1247&5510&5620&6076&214&1231&191&4330&1105&5816&6531&2360&173&1716&858&3713&2211&3868&1219&5483&4986&1157&4782&1266&2762&5174&815&988&373&4630&7378&5188&1656
95.42524528503418,361,248&5872&3436&5683&2881&2115&27&4745&5812&1303&1437&390&3156&2415&5393&327&5193&315&2826&2667&2057&6361&4805&5355&2824&4740&5530&4043&7886&1674&115&3975&2405&3533&3857&6738&543&5227&1946&6494&1828&88&2149&3645&1649&588&2391&5870&909&2433&6490&1990&3063&408&2534&650&111&3524&2797&3966&7943&895&3258&2577&5037&7765&5565&5680&7154&148&238&3648&1583&2665&4775&4258&284&5604&1981&7421&6061&446&1944&2523&1886&5501&1749&1436&1817&2771&571&1359&1628&1647&3402&4477&4275&3927&6954&2487&688&1458&6163&2455&7208&1528&2604&529&889&3120&3906&2492&292&4228&7528&7818&3356&2686&6074&2846&4496&5178&4057&2789&169&4566&1945&3673&4161&3041&219&4901&3581&2590&1672&3416&3553&3417&3434&7001&7354&698&1659&3006&3579&6231&488&1527&4176&2612&0&5050&4320&1268&5022&3559&3595&6144&4611&1551&1729&1024&5126&3121&5651&5507&838&417&4279&2700&1384&4018&1246&3128&83&5100&2861&2558&6448&3718&2259&5246&1154&6824&157&2302&89&5704&2343&4952&3536&6823&1311&1427&1205&3022&5115&5561&2408&1538&4322&4103&4268&7020&6446&2513&553&2333&6107&6739&4759&1513&1618&2489&532&1304&1330&255&5825&4902&2452&4692&3288&2817&657&3301&569&5915&4748&1779&7125&2190&3859&2902&1056&205&244&983&558&1697&2173&6836&3636&2241&112&5430&6672&2649&1150&6997&2222&624&4698&6962&5903&1834&2823&1392&252&5409&1942&5780&730&3623&3019&4670&4183&1249&452&1194&2986&1540&195&2301&245&499&3396&6101&1864&5631&4194&3080&2900&7183&80&824&2147&597&3471&5610&2282&679&1974&1992&785&3357&3112&1290&6892&1116&272&1282&806&4293&687&86&2158&6637&3130&458&2893&7503&1732&1604&2938&1897&5114&419&870&2574&1537&3199&6861&5111&3604&5547&353&4092&2725&7578&420&1247&5510&6076&1231&191&4216&8066&3475&5816&2437&6531&2360&173&810&3713&2211&5483&696&4986&5642&1157&3155&6262&5174&815&988&4630&6053&7378&1656
97.91459798812866,361,248&5872&6331&4798&1256&5683&2115&27&4745&5812&313&1303&1437&3999&2415&327&1825&3874&854&4303&315&2826&2667&6361&4805&5355&2824&4740&7431&4043&5988&2537&115&2200&3533&567&3857&543&1627&5227&1946&6494&5685&3527&88&3645&2347&1707&909&6490&1990&408&4518&1071&111&2251&3429&7943&535&3258&2577&895&2655&178&5565&5680&7765&861&7154&5077&5522&1905&2309&2665&284&6321&3071&1981&7421&3104&6893&6061&4850&446&5696&5501&2117&1749&1436&2771&1359&1628&7544&1647&3402&1321&337&7344&3927&7780&6954&2487&688&247&977&1458&6163&4027&5080&529&4331&4132&3120&5138&6474&292&1552&5204&7528&7818&3356&2686&6074&7042&2326&4593&3245&3389&2789&169&4566&1945&3673&903&3041&3366&4346&3581&3943&4823&2590&1431&4857&1517&3417&3434&7354&3579&6231&488&2612&1581&6082&0&5134&1268&5160&3880&6144&1729&3121&557&3793&417&6603&1384&1246&3113&386&3128&221&5100&2861&2558&6448&3718&7053&5246&1154&1207&157&2302&89&5704&2343&6130&3536&1311&2386&1427&1205&3022&5561&2408&1538&4322&5117&249&6365&3833&4268&7020&6446&4378&3659&1146&553&6739&1513&1618&532&1304&1330&5825&2452&4692&2340&3288&915&2817&1273&569&5915&4748&7125&2190&3859&7261&2902&3053&983&558&1697&2173&2353&3636&1904&4937&5889&2002&964&2641&5430&2649&112&1450&6997&2222&4949&7378&2823&1392&5409&1942&5780&730&3623&3019&4670&479&4921&1194&1540&195&2301&499&1773&4471&6101&369&3526&6168&5032&1864&5631&4194&5478&3080&80&824&7262&3307&679&1974&7279&878&948&1992&785&1111&3112&2243&1433&1290&6892&1116&272&1282&2936&806&4293&687&401&2552&2158&2893&7503&1732&2938&6499&1547&5099&2574&1537&6861&5111&1792&7720&353&1441&356&7578&420&1247&5510&6076&6096&1231&191&3180&2676&3781&4330&3785&7479&3475&2437&4465&6531&389&2360&173&2933&3713&3868&1219&5483&4986&1157&1266&4486&5174&815&6960&988&4630&2787&2714&6845&5188&1656
96.2714364528656,361,248&5872&6331&1935&5683&2115&6768&27&4745&5812&1303&1437&3156&2415&670&5638&327&854&315&2826&2667&7941&2057&6361&4805&5355&2824&4740&2781&4043&7349&1674&2537&3533&3857&543&1627&5227&1946&4530&6494&5685&2413&4951&88&588&6490&1990&7366&4961&408&6850&111&3258&2577&982&178&7765&4492&261&7154&1123&3648&2499&2665&6321&1981&7421&3104&6061&5609&446&1886&5501&3055&1817&341&2771&1628&3812&4988&1647&3402&4304&6468&3927&6954&2487&4301&247&407&4835&2625&1613&3159&4023&1458&6163&2519&2532&517&529&2380&889&3120&3906&3431&1552&292&331&4228&7818&3356&2686&6074&2789&3000&169&4566&1945&3673&454&2225&3041&219&4901&3581&1424&2590&1431&3714&3417&3434&7354&698&770&5351&3579&461&6231&488&2983&473&6665&1839&3388&2661&2612&1581&3381&0&1268&1074&5691&1753&6144&4611&31&7226&1729&850&4344&1024&5126&186&3121&3669&7343&759&3227&417&1384&1246&1922&8286&3128&221&5100&2861&2558&3718&5246&1154&1207&176&157&2302&89&5704&2343&3536&1427&4438&1205&3022&5561&2408&1538&4322&2127&5764&512&6365&3385&7543&43&3419&4894&1857&553&2848&6739&3223&2510&1513&2660&1618&3020&532&1304&1330&44&6221&5825&1127&5997&3288&915&4621&2817&3540&1273&569&5915&4748&1779&7125&2844&5381&2902&4749&983&558&1697&1765&6836&3636&2002&112&2641&5430&2649&3531&4789&6997&2222&4698&2823&1392&2773&210&1942&730&350&3623&3019&4670&2713&3267&6555&1194&2986&1540&195&2301&499&2184&4471&6101&3072&212&369&5727&2406&1864&5631&4194&3080&1228&3563&2147&80&824&5687&5437&8534&3560&7262&3307&1776&1974&7279&1992&785&234&3112&1290&6892&1116&272&1282&2936&806&4293&687&2552&2158&4265&2893&7503&141&3936&629&5114&3613&1547&1537&6055&5111&28&353&1441&2449&4092&2725&7578&420&1247&5510&6076&1231&191&7982&5810&3475&5816&1962&2360&173&858&3713&67&2515&5483&4986&1157&815&4630&5663&7378&1720
96.26932382583618,361,248&5872&6331&2191&5683&7240&2115&204&27&4745&5812&1303&1437&51&3156&2415&327&854&315&2826&2667&4736&2057&6361&4805&5355&2824&4740&5530&4043&5068&2537&115&3533&2675&6340&3857&5657&543&1627&1946&6494&5685&1828&4951&88&2149&7745&588&77&1593&909&6490&1990&408&111&4517&3258&2577&178&5565&5680&7765&7154&5077&4733&3543&3648&2499&2665&284&3071&1981&7421&3104&6893&6061&5609&446&1886&5501&1436&341&2771&1359&1628&2134&2015&1647&3402&2694&3927&6693&3811&6954&2487&688&247&1458&6163&529&889&4132&3906&1414&292&4228&6001&7818&3356&2686&6074&5709&2789&169&4566&1945&3673&2818&2468&903&507&4901&3581&201&2590&1431&107&3246&3417&3434&7354&851&3579&2736&6231&488&4739&2612&1581&0&1268&1753&6144&4611&4399&1729&6522&4205&1024&5126&3121&5493&5288&5533&417&1384&39&1246&1050&8286&7838&3128&3242&221&5100&2861&2558&6448&879&575&3718&5246&1154&1556&6141&1207&5730&157&2302&89&5704&2343&4952&3536&1311&1427&1205&3022&5561&2408&1538&4322&816&4103&6365&4268&43&7020&6446&1143&4894&553&3223&1513&1618&7426&809&394&532&1304&1330&2452&4692&7054&3288&2817&7911&4748&5915&7125&2190&714&3859&5248&2902&4749&244&1069&983&6166&992&558&1697&2173&6836&3636&4937&2002&112&2641&5430&2649&4065&6997&897&4698&4949&4528&6962&185&3969&2823&1392&1740&5409&6302&1942&3998&2232&5780&730&350&3623&3019&1860&4570&4183&1194&6132&7626&195&2301&6802&499&462&4471&6101&5350&369&4210&5032&1864&5631&4194&3080&80&824&5354&1147&7262&3307&5610&679&1974&1656&1992&785&2935&2334&1111&3112&1290&6892&1116&272&1869&3739&1282&3740&4293&687&2552&2158&6403&2893&7503&1732&1604&3936&965&1547&2574&1537&6861&999&353&1441&4092&420&1247&5510&6076&1231&191&8066&3475&5816&5920&2437&5371&2360&173&799&3713&67&3868&1219&4986&1157&1266&5174&815&4568&988&4630&1535&3330&7378&6845&4469
95.73776316642761,361,5872&5683&2881&27&5812&1303&1437&3156&2415&1609&327&854&2434&4303&315&2826&2667&6361&4805&5355&2824&4740&2781&2242&404&1674&2537&115&3533&7090&3857&543&1627&5227&1946&6494&1828&4951&88&3645&5955&909&6490&408&111&3966&3258&1648&5565&5680&659&4056&7154&148&5522&1550&2129&3648&2499&3596&2665&284&3071&2916&6158&1981&563&7421&6893&6061&5609&3789&875&446&8187&1117&1886&5501&341&2771&1847&1359&4723&8193&1647&3402&337&3927&3612&4519&6954&2487&688&247&6163&1180&2651&1718&4208&4044&2528&889&1225&4132&3906&3313&3431&2492&5943&292&398&4228&7818&3356&2686&6074&320&1870&1803&1420&4057&2789&169&4566&1945&3673&903&3041&219&4901&3581&2179&3417&3434&7001&7354&698&1659&3579&1736&6231&488&3283&3388&2612&1581&568&0&1268&3559&6144&4611&31&2567&1729&8406&3819&3485&1024&5126&3121&3669&417&2700&4532&1384&3867&1246&1132&1119&221&5100&2861&2558&4376&7144&3718&1154&5463&1207&157&2302&89&5704&2343&3536&1311&1427&1205&3022&2146&5561&2408&1538&4322&5678&5764&2089&512&6365&3385&4268&43&7020&4525&2333&6739&6085&1513&2644&1618&532&2889&1304&1330&2062&5302&2452&4692&3288&4621&2817&1273&569&5915&4748&7324&7125&2190&3859&6123&3593&4749&7546&244&983&558&1697&2173&6836&3636&542&112&2641&5430&2649&6997&4698&6962&7378&2753&1392&1689&5409&1942&5780&818&350&3623&3019&4670&3646&4183&285&1358&1194&2472&1540&195&2301&6216&499&5574&2659&4471&6101&177&4618&369&5032&1501&1864&5631&4194&3080&824&1466&5610&4554&7515&8246&679&4744&1974&7279&948&1992&785&5587&6657&1111&3112&1290&6892&272&1997&2417&756&806&4293&687&1641&8495&2338&2552&2158&2893&7503&5114&3613&1547&2975&1537&2894&6861&5111&353&4092&2725&7578&420&1247&5510&6076&7334&1231&191&7982&4479&3405&6766&5784&4330&5816&5922&6531&2360&173&3713&2168&3868&1219&5483&4986&1157&988&4630&6404&562&6845&1656
96.96480441093445,361,2511&248&5872&6331&4798&2323&5683&2881&27&5812&1303&1437&6305&3156&2415&327&854&2434&315&2826&2667&1504&2057&6361&4805&5355&2824&1908&5530&4043&1674&2537&115&3975&3533&3857&3759&543&5227&1946&6494&5685&1828&184&2462&4951&88&3645&588&4756&8439&909&2639&6490&1990&3674&408&1584&111&2260&3258&2577&7765&5565&5680&3855&7154&5077&148&6461&3758&3543&2499&2665&284&6321&3071&5742&1981&7421&3104&6061&5609&3165&446&1886&5501&760&3115&174&1359&1628&6270&910&6548&2654&337&3927&6693&6954&2487&688&247&1613&6163&757&4933&3398&889&1361&3120&4132&1414&1730&292&6290&4228&7818&3356&2686&6074&136&5406&5178&3389&2789&169&3673&2468&903&3041&3257&3581&4310&4823&2590&2940&2937&594&3417&3434&2768&7354&698&3579&6231&488&2612&1581&0&1268&432&6945&4029&3559&5691&4611&1729&1264&2751&1024&5126&3121&3856&6453&3793&4289&417&2047&1384&1246&561&7838&3128&5267&5100&2861&2558&6448&879&6530&3718&1154&1207&157&2302&89&5704&2343&3536&1311&3544&1427&1205&3022&1522&5561&2408&1538&4322&512&6365&655&4268&4894&553&3800&6739&1513&4735&1618&532&1304&1330&7139&44&6221&2452&4692&1610&3288&1273&569&5915&5394&1372&2190&3859&5248&2902&4749&1675&3525&3818&983&558&1697&2173&6836&3636&4937&3639&62&2002&112&2641&5430&2649&3532&6997&2222&1084&4698&311&2823&1392&252&5409&1942&730&350&2535&3019&4670&2822&4183&1194&2472&195&2301&499&2967&2184&4471&6101&3230&1687&369&5897&1864&5631&4194&3080&7183&824&8534&8223&7262&2063&679&1974&4565&135&1992&785&2935&5342&1111&3112&1290&1116&272&1869&1282&4293&687&2552&2158&2893&7503&1263&3936&5114&7069&1547&129&2574&1791&1537&6861&5111&7701&4092&7578&420&1247&5510&6076&1231&191&7274&5385&1002&3781&6766&4330&357&8066&5816&5976&6531&2360&173&3786&858&3713&67&5357&1219&4986&1157&1932&1266&5174&815&203&988&4630&7378&6845&1656
97.38599443435669,361,248&5872&6331&5829&5683&2115&27&5812&1303&1437&2322&1331&327&854&315&560&2826&2667&2057&6361&4805&5355&2824&4740&7197&2781&5203&4043&1674&115&946&3533&4394&3857&4728&947&5227&6494&5685&1828&73&88&2149&3645&6626&588&2078&909&1990&408&2534&2064&111&4635&2797&3966&383&3258&2577&1102&379&5565&5680&7154&5077&148&2784&3528&3648&3596&2665&284&6321&1981&6705&7421&3277&6893&6061&4771&5057&1815&4850&446&6307&1886&5501&2438&1436&2771&174&1359&1628&1647&3402&876&4477&4151&3126&3927&6954&956&247&5952&1458&4468&1059&6198&1903&510&2380&889&3120&4132&3906&1730&1552&292&7818&3356&2686&6074&2022&1420&4057&2789&169&1945&3673&3041&219&843&507&4901&3581&781&4823&2590&3417&6542&81&461&3397&3579&6231&488&2612&1581&4320&1268&294&6945&6144&4611&102&1987&1729&1264&1024&5126&3121&4948&417&3838&1714&1384&1246&1639&4691&2631&6611&221&2657&5100&1614&6681&2861&2558&6448&1089&3993&2220&1154&4527&157&2302&89&5704&2343&3536&1311&1427&6035&1205&5561&2408&6777&4322&5764&4103&512&6365&4268&6446&4894&4184&553&6107&6739&4971&1513&2644&11&1618&532&1304&1330&7276&1409&2452&3358&4692&3084&3288&434&2817&5095&1273&6156&569&7125&2190&3726&3859&42&5341&2902&4749&1675&4899&244&983&558&1697&2173&6836&3636&2516&112&2641&5430&2649&13&6984&2222&1080&4698&7132&7378&2823&1392&1689&5780&3623&3019&4670&1249&5017&1194&1540&195&499&5817&5340&4471&6101&2793&5552&1501&5708&5032&1864&5631&4194&5478&3080&625&80&824&6343&7262&3307&2282&1974&7279&4022&1992&785&1290&6892&1116&272&1869&1282&4293&687&1532&2552&2158&4058&710&3650&2893&7503&1732&887&1604&6259&5131&5114&4636&1547&1791&6861&1792&353&1441&2725&7578&420&1247&5510&6076&8153&2965&1231&191&865&2988&4330&3475&5816&5056&6531&2360&173&3713&5491&4121&1219&5483&1012&4986&1157&6262&1266&5174&815&4630&4751&1656
