tdg_iter_descent_IMP[5000, 1]
time,|TSS|,sol
122.96101808547974,512,1330&3323&3636&3396&3562&543&4294&2220&499&2654&3152&1273&420&373&6635&6331&765&2559&2781&2529&3442&2912&5826&5561&2861&3417&184&6861&4199&3419&3307&679&419&1538&3926&4338&522&1687&4156&1266&1432&2146&335&2343&4525&2418&719&4132&5260&5005&2128&5174&557&2434&4655&1115&3889&4805&4471&3778&3143&3071&139&4690&80&3221&2722&3980&1920&4161&3851&1942&688&1970&5683&512&1219&3356&5726&4959&2347&3927&72&816&7354&1627&6274&4285&115&2485&1850&1629&3080&44&394&5780&4949&6468&6086&2577&219&3732&43&425&6449&4839&4412&2893&5885&607&4698&6893&4566&3857&7578&1618&3645&2315&2302&1231&4894&1890&4733&8698&6223&2190&6321&3214&4844&3395&246&3215&2881&6840&1697&487&6954&1303&4216&3867&1659&142&2768&1701&7256&3402&5032&4266&1992&4293&1540&3741&684&4670&3121&5077&2986&629&2173&840&2826&553&1807&790&4071&1282&3623&7286&318&5685&1205&1323&2829&1247&7378&4330&89&3088&1834&1157&39&3713&7203&6494&2226&3128&2222&2510&5764&1678&3434&4798&3019&5812&195&5602&8414&5413&5872&169&453&4151&5227&5704&3581&6569&6965&2158&690&7377&1359&205&1535&1194&2149&6291&272&4748&903&5112&488&5105&794&111&7442&7503&2843&1437&1864&1740&3969&850&244&2360&2982&3532&173&6784&815&7765&1968&5784&7863&1583&2598&2667&4643&1945&3905&350&6496&2081&5187&7420&1024&1246&315&4850&7587&88&5988&2457&5054&15&6892&983&5188&1935&175&2649&3475&5058&5239&198&730&2574&2532&6262&1941&4846&1571&5974&1729&1886&2771&2423&4616&4232&404&1674&6766&1431&2115&5114&3648&3126&2415&307&1119&3139&1631&6446&6531&905&1218&6101&2111&8142&1436&3911&1547&341&2492&1435&7484&6448&694&3906&4961&7262&503&2817&4732&2452&3932&785&5501&7230&4479&3780&2057&4194&588&1159&915&3120&3156&2775&6076&686&806&2665&2823&7543&7890&8246&1152&5312&1228&5326&2778&4745&3387&3579&4986&3983&1116&284&5283&1537&6964&2704&4823&1563&3288&1446&1290&3594&6364&4183&6962&672&2590&841&529&1732&1311&4686&7020&2625&3104&6499&5816&4971&2997&857&2762&5340&2539&3832&1458&6017&2224&3112&112&558&54&5483&7014&569&27&2278&8087&1392&1981&2028&1672&3041&6342&1096&5877&4322&5355&3006&5915&204&5750&4630&4861&4692&4352&889&988&192&1862&1016&220&1990&408&171&157&5478&1427&2613&2558&6836&3349&7780&7163&2336&5609&4739&6700&6349&2002&1527&3643&1513&191&1207&4685&2686&3536&2725&6599&6889&6073&2097&2171&563&1792&715&5680&2561&417&3225&1989&2938&4375&409&5055&5111&1226&1075&300&801&6601&1063&200&7437&854&2902&369&2999&159&314&1348&6490&390&1908&7676&4554&2607&1855&5430&6221&426&2469&3936&3657&2552&3022&1384&6043&234&5530&292&1268&6904&6693&5565&7279
120.03355574607849,512,1330&3543&2153&3852&3396&543&4294&1094&499&2654&1273&327&420&373&2781&2861&7941&3417&184&3586&1538&4612&2010&4281&1266&1432&2146&916&4525&3265&2217&719&5289&10&199&4132&5260&2410&1179&5138&5174&5616&3889&4805&4471&456&634&5297&139&4690&80&579&3668&2722&3980&2693&1920&4161&3851&8066&4360&1942&688&5129&5683&512&5604&1219&5765&5726&992&3356&3676&3927&72&6376&6471&816&2408&7354&148&1627&4285&2485&1850&3080&44&4949&5780&6468&2577&3614&6188&396&219&3732&2129&411&1190&2893&5510&5885&2936&607&4698&6893&5870&4566&3857&3723&7578&6869&1618&3645&2302&400&4740&1231&6574&82&4894&1498&6223&2190&3214&4639&561&5493&3868&4844&7342&1791&7671&2147&1697&434&263&2768&1303&4216&2534&1659&1701&2900&1683&3402&7421&5032&4266&1517&185&3781&2689&4293&1540&2133&4670&3121&2986&3067&2173&5732&840&2270&2826&553&1807&1501&1282&3623&1205&4841&1247&7942&6714&215&749&5637&2700&7378&1154&4043&4070&837&89&313&4159&5039&5409&7704&6259&1157&3713&7203&6494&2437&7154&1610&3128&2222&2510&5764&3434&803&4798&3019&195&1108&7390&5872&169&7220&4151&4635&878&3941&1828&5227&5704&360&485&846&42&3581&5100&2158&67&1359&5056&1194&2149&272&903&488&5105&1974&6046&3258&111&3411&248&6074&1437&1864&698&2121&3969&244&2360&870&3532&4951&173&815&4096&7765&1784&5784&4049&5427&1744&357&5206&2667&2598&1945&6447&299&7296&350&2081&1024&7420&1246&315&4850&948&88&3488&6892&3959&983&1935&175&2649&3475&198&2108&730&2574&6369&3093&3651&6262&5974&1729&1886&2771&2423&3707&3366&404&1674&337&3118&1897&1431&2115&5114&3559&7915&3648&3126&3236&307&6648&1119&508&3841&3139&1631&6446&5716&905&1218&2578&8286&2409&1404&6039&2612&6101&2111&291&1304&1547&341&964&6448&694&7262&1105&4896&8567&562&4228&7658&824&3850&785&2452&5501&6045&4479&2057&4194&588&915&3120&4187&3156&2775&6076&6365&806&2665&2823&1628&8246&1228&5634&81&4745&1884&687&6176&3579&1798&4986&1116&1537&6964&2611&3742&3900&3288&7125&951&1290&2530&398&4183&6962&630&1449&1092&2590&1946&529&1732&178&5825&7020&5104&2625&3104&6499&5816&4971&6216&2762&2643&1458&3740&3112&112&558&54&7838&569&1128&27&1392&446&1981&6077&176&3041&3114&5877&4322&3528&1001&3006&5879&5915&7569&4630&4692&889&988&1016&2487&2780&1868&408&693&379&3257&6061&6231&3786&2782&1427&5354&2499&5497&2558&6836&3349&764&2336&5609&2047&6700&3256&1513&191&1207&4010&2686&3536&2725&3020&6606&1647&2171&887&3966&1639&7943&1989&4375&300&5111&200&7193&854&2902&369&159&6490&1348&1695&1264&5430&6221&426&2552&3022&3140&1384&3912&5022&1774&292&2094&855&5565&7818&7279&4362
119.71931004524231,512,7537&1330&3636&3845&4105&3396&5926&543&4294&2591&2654&499&420&373&6331&2581&3853&2781&3442&2912&5561&2861&7941&3417&6861&3419&3307&679&1538&4338&1266&1432&2146&2343&4525&2217&719&10&2736&4132&5260&5174&1939&5616&3889&4805&4471&634&3282&3071&139&4690&3221&579&3668&2722&1441&4161&3851&4835&1942&5324&1970&5683&512&5288&2230&5765&3356&2347&3927&72&148&7354&352&1627&5310&532&4337&115&7255&3080&4949&6468&2577&219&3732&43&411&1334&4937&759&1381&5510&5885&607&4698&6893&3639&3259&4566&3857&680&7578&1618&3645&5537&2302&2257&4740&2315&1231&6574&4894&5035&463&4292&6223&6321&3214&4639&4844&3868&2301&7671&1697&1442&2768&1303&4216&2534&1659&2824&1701&566&2421&7421&5032&4103&4266&1992&1517&4293&1540&1731&834&2145&1324&4670&1111&467&3121&5077&2986&4974&2173&4621&1648&6361&7358&2826&553&5208&6480&1807&7214&1282&3623&1039&5457&2117&1205&972&1247&215&6714&7378&1154&4330&89&2148&5409&5606&3127&431&1157&39&3330&3713&3275&6494&2437&7154&3128&2222&2510&5764&3434&843&4798&691&3019&5812&195&1761&3242&5872&169&7220&4151&4428&64&5227&5704&311&6569&1828&846&1849&3581&6900&2158&4934&1359&5056&7965&1194&4303&2149&272&4748&1988&4308&5105&1974&4365&111&1624&7503&1437&6074&1864&3969&3037&850&5681&244&2360&1693&173&815&7765&3431&5784&3544&2667&2598&1885&1024&7420&1246&5072&4850&948&88&5054&3670&6892&983&1010&2754&1935&175&2649&3475&3082&198&730&2574&717&4901&1686&1052&6262&5974&6163&1729&1886&2771&2423&4152&3366&404&337&3886&819&5699&3145&1431&2115&5114&3648&3126&5775&2415&307&1256&1119&3139&1631&7126&6446&905&1218&6531&8286&3584&7487&3723&2612&6101&2111&206&6644&1547&341&3906&4961&6448&694&3589&3062&1105&4896&5522&2817&2515&4228&2452&824&3932&6845&785&5501&5776&7877&4479&2057&8534&4194&588&3120&3156&605&6076&2142&1364&1189&806&6365&760&4982&7757&2823&5326&1228&4745&1884&3340&4142&687&331&3579&4986&1116&284&1537&6964&1604&3288&5859&5045&1290&0&6364&4183&6962&1121&2590&841&1946&529&1732&178&5825&3758&2625&3104&8084&5816&4971&6216&2997&1027&2762&2819&5340&1458&5238&3740&3112&112&558&3608&5483&3569&27&1392&1981&3041&663&5877&909&4322&3696&5355&3006&204&4630&889&988&1016&7533&2487&1990&408&1878&6061&2795&6231&1427&884&5354&2499&2558&6836&1581&755&2336&5609&2047&6700&247&1527&1513&191&1207&1719&2686&3536&2725&1544&4185&6889&6606&1647&6073&2097&2561&887&3966&5484&417&5588&1989&4375&5111&1063&200&3533&3354&7193&854&2902&369&2999&5096&1281&818&159&314&1348&6490&390&2470&1304&4554&7829&6221&221&1869&426&2552&3022&1384&5126&234&292&1268&6693&5565&4362
120.66181588172913,512,3982&1330&3636&921&543&4294&498&3016&2654&499&3483&5518&420&373&6331&397&2781&5561&6184&2861&2767&7941&1978&3417&184&3182&2911&6861&3419&301&679&1538&101&3866&4338&1687&8630&1266&1432&2146&2343&4525&4988&199&4132&5260&5005&5174&5940&3889&4471&2569&634&2648&3071&139&4690&80&506&579&3221&2722&3980&1920&4161&3851&4360&688&5351&5683&512&1219&5765&3356&4368&5792&2347&3927&72&292&816&2408&3069&7354&1627&148&3761&4285&1483&1954&2975&115&2485&1708&4038&1736&1113&3080&44&5823&6468&2577&3855&219&3732&43&411&355&1190&2893&79&5510&5885&607&3658&1444&2936&982&4698&3857&4566&2302&4740&1231&6574&4894&1890&497&6321&3214&4639&4844&3868&1791&2881&1697&1442&6954&1303&2534&2768&1659&1953&2824&1701&2900&3402&6637&7421&5032&4266&1048&4830&1992&3781&1540&1985&2181&8503&4670&1956&467&6316&3121&5077&2986&2173&525&6361&2826&553&2659&800&6037&2337&4898&1205&641&38&1247&215&6986&197&7378&1154&4330&2377&89&1157&39&3713&58&4245&3275&1894&1713&6494&2877&7154&3128&8250&2510&5764&2222&776&3434&3762&4798&3019&5812&195&3351&8446&5872&169&769&4151&4635&3941&5227&5704&3581&7684&2158&5100&1359&205&1194&2149&272&903&5105&1974&6046&2811&111&7503&6074&1437&1898&1864&3969&244&3117&4024&2360&1693&4951&173&6739&815&7765&3431&5784&2667&2598&4495&1945&350&1024&7420&5817&315&948&4850&2882&88&4057&5862&6892&983&5142&1935&175&2649&3646&2749&198&730&2514&2574&4888&6262&5974&6163&1729&1886&2771&2423&1674&337&1431&2115&5114&1723&5669&3126&2415&1119&3139&1631&6446&6531&905&1218&1304&3958&7487&6039&2612&6101&4665&3539&1547&341&3906&4961&6448&694&1750&7262&4896&4449&4925&5522&7560&2817&4228&2452&824&6529&785&5501&4479&2057&4194&588&1114&3120&3156&6076&6365&6141&806&5249&2665&4982&7543&1103&2823&1152&1228&81&4745&1884&687&696&3579&507&4986&1116&284&1537&6964&2809&3288&5859&1290&0&4183&1059&6962&1449&2590&2791&529&4301&1732&6718&5825&7020&2672&2625&3104&6499&5816&403&4971&2044&2762&3740&68&3112&112&558&6092&54&5917&7838&569&27&8330&8087&1392&1981&5779&4801&351&3041&5877&2847&4322&2214&3006&6681&1064&204&3856&4630&3650&2429&889&988&1143&1016&2487&1990&472&1878&157&7333&6061&6231&4751&7197&1427&493&6524&6836&444&2558&3349&7615&5609&6109&6700&3814&6779&4611&2002&1527&1596&1513&191&1207&3154&2686&2725&3536&3887&6889&1647&2097&4723&887&2862&417&7943&1989&2243&4375&6601&5111&2135&5796&200&3533&2630&5108&7193&2902&369&2999&2064&159&6490&1322&1908&6429&6221&1707&5913&3572&221&426&583&2552&2675&5565&1384&4435&5126&4033&2797&7462&5530&1268&6693&3013&7818&7279&4362
122.25675773620605,512,4921&1330&3636&3845&3347&543&4294&2654&1273&420&373&6331&4154&2781&2912&1742&5561&2861&3417&6861&3419&679&1538&1687&1266&1432&2146&4092&2343&4525&510&4132&2587&5260&5138&3710&5174&4805&1146&634&1388&1182&3071&139&2784&4690&3668&2722&6997&3449&4161&3851&8066&3255&3928&4835&1942&688&3598&1970&5683&512&5765&3356&3927&72&6471&7005&2408&7354&148&1627&3961&5787&4285&532&1954&115&1736&2485&3080&44&4949&6468&1074&1420&219&3732&3627&411&43&6592&4839&4275&2695&5510&2893&5885&2936&607&4698&6893&4566&3857&1618&3645&3193&2302&2315&4740&25&4205&1231&6574&4894&5586&5146&6223&2190&6321&5180&3214&4639&2636&4844&2093&3868&3250&2881&3865&2147&1697&7761&772&6954&1303&4216&2534&1659&2768&2824&1701&5057&3402&5032&4103&1992&4293&1540&4670&7849&5399&3121&2173&2567&5732&2826&553&3116&3436&1282&3623&2885&4898&1205&3137&1247&215&1034&2700&7378&1154&3209&1854&89&1157&1084&3713&2626&413&3275&1894&1713&2376&6494&7203&2437&7154&5966&3128&2222&2510&5764&4359&1678&3434&776&4798&3019&195&7219&5838&5872&169&4151&7382&1828&5227&5704&3085&3581&2158&5100&1359&5056&1194&2149&272&4748&1988&903&1327&5105&1974&794&111&7503&6074&1437&3065&1864&698&5178&3969&638&244&298&2360&4447&1693&3175&173&5977&4951&6739&815&7765&5784&5427&1583&2598&2667&1945&6451&3611&350&2081&1024&5187&1904&1246&315&948&6182&88&4057&6892&3843&983&1935&175&2649&22&198&730&2574&549&4901&4553&5639&6903&1782&5974&3821&6163&1729&1886&2771&3366&4298&1674&1431&2115&5114&3559&1723&3126&2415&307&492&3139&1631&6531&905&1304&8286&1991&6039&2612&6101&1547&341&3906&4961&964&2492&6448&694&3589&795&7735&1394&2817&4228&1763&7658&824&2452&785&6636&5501&4479&2057&4194&588&915&7&3120&3156&6076&806&2665&2823&4982&5249&8246&1228&7646&3628&245&4745&4142&687&3579&507&4986&4731&1116&284&1537&6964&2611&2704&4180&6052&4823&1604&3288&7125&5859&5663&1446&2060&1290&0&3594&283&4183&565&672&1121&1117&2590&2413&1946&529&21&1732&1311&178&6842&5825&500&243&2625&3104&2914&5816&3262&4971&6216&2044&2762&521&923&2901&1458&6017&3112&112&558&4797&3608&569&27&8330&2218&1392&446&3041&1414&2258&2184&4322&3006&5915&594&204&4630&4692&889&458&5882&2487&1990&1818&1878&157&1299&6061&6231&3786&1427&2499&2558&6836&3349&1371&2336&214&5609&6700&1056&2620&190&4307&4611&2002&1527&85&1513&191&1207&842&2686&3536&2725&3198&1647&4603&2171&1792&887&2561&417&5017&7943&1270&1989&4375&5111&3350&200&7193&854&2902&2999&2022&1281&159&6490&1348&2927&5430&6221&221&426&3936&2552&3022&5392&5090&1384&4296&5126&292&1268&6693&5565&7818&7279&4362
122.54048585891724,512,1330&3543&599&4309&3636&4105&2537&5552&5976&543&4294&499&2654&1961&327&420&373&6331&2581&2781&5826&5561&2861&7941&3417&6861&3419&1538&6387&3964&1266&1432&2146&3254&2217&719&2015&4132&5260&401&5016&5174&4805&4471&1146&634&3143&3071&139&1124&4690&2922&579&3221&2722&6997&3980&1861&3668&1680&1441&8066&4161&636&3928&5156&3851&4360&4726&2573&4835&6115&1942&5765&5726&1970&5683&512&3927&5604&3356&7117&7514&148&1627&1426&532&115&2485&1896&3080&44&4949&5780&6468&2577&633&3732&43&411&5270&5510&5885&2936&607&4698&6893&3857&7578&1618&3211&3645&2302&400&4740&1231&6189&6574&4894&5296&6223&4709&6321&5180&3214&4639&3868&1922&830&1697&434&6954&1303&2534&2768&1659&2824&688&1701&5958&5057&3402&5032&4103&4266&1992&4293&1540&1357&1372&1985&4670&623&5389&3121&5077&2173&2753&6361&2826&553&2623&1295&678&3553&1282&3623&1205&2283&1858&1482&7022&1247&215&6714&7252&2227&6379&7378&2525&1154&4043&4385&2837&89&3238&313&2377&1478&2874&1157&3713&4283&1894&6494&2437&6819&7154&3128&2222&2510&5764&7998&3434&5166&3762&1780&750&3019&195&5812&2602&5872&169&4151&5227&5704&6619&3581&2484&5100&8007&1359&1194&2149&272&4748&488&5105&1974&1625&3353&1249&7503&6074&1437&1864&1921&3398&480&1821&850&244&5403&2360&1693&4260&4951&173&815&7423&5147&7765&1183&2667&5175&2081&1024&7420&1246&315&948&6182&88&4057&6892&983&1935&175&3381&22&2749&5344&3475&5058&4464&198&4485&1959&4489&4901&6401&2370&6010&6262&1755&1138&5974&6163&2245&1729&1886&2771&404&1940&337&2020&3113&5114&3126&2415&307&1459&6818&6656&3841&1631&6531&905&1218&1308&5202&1304&6039&2612&6101&2111&6620&2167&1547&341&858&964&6632&3793&6448&694&2289&1105&4652&6202&2817&5396&2883&824&785&5501&4479&2057&174&8534&588&915&3120&3156&5890&6076&4442&2921&6365&806&1748&2665&4982&7757&2983&1628&4745&1884&687&4819&3195&3579&507&7041&4986&5691&1116&284&1537&7328&5185&3288&5859&1803&1290&0&5929&6962&1121&1092&1449&2590&841&1946&529&2393&1732&1311&5825&7020&1328&2625&3104&5816&4971&6216&1458&68&3112&112&558&54&7014&569&27&446&1981&3041&2184&5877&909&4322&1001&5355&3006&5915&6850&204&4630&6695&363&4692&2429&889&988&1016&5882&2487&2638&1990&3298&157&5478&6061&1002&1427&2499&2169&6836&1581&7780&2371&5125&2336&5609&6700&247&4611&2002&1527&5216&1513&191&1207&2686&3536&2725&3596&1479&6889&7694&4902&1647&2097&2171&3966&6699&417&3938&1989&4375&300&5111&4822&6034&200&3533&2630&978&8398&7193&854&547&369&2999&961&6490&1348&390&4833&1911&1695&5430&221&1869&3989&8525&3936&8043&2552&1361&1384&5157&234&2919&292&1268&1632&5565&7279&4362
127.99742984771729,512,7537&1330&3636&6959&3347&3852&543&4294&498&2220&499&2654&2071&1273&420&373&6331&2581&2781&2912&1380&5561&2861&7941&1978&3417&184&6673&6861&5956&679&1999&1538&4121&7120&2247&1266&1432&2815&2146&4525&5603&2217&4988&719&2987&4132&1630&5260&5174&3889&4805&4471&1146&634&2932&2648&3032&3071&139&4690&80&3221&579&2722&4161&8066&3255&4835&1942&688&1970&5683&5229&5604&1219&3356&2347&3927&72&2916&7514&1486&6471&148&7689&3761&4285&115&2485&1629&3080&44&4949&8143&6468&2577&5386&396&219&43&4604&4937&1190&2893&5510&5885&607&4698&6893&4566&1451&3857&24&7578&1618&3645&2315&2302&400&4740&8319&4205&1231&6574&4894&1325&6223&2190&6321&3214&4639&1791&2881&2147&1697&830&6296&6954&1303&4216&2534&1659&2824&1701&5495&3402&7421&5032&4266&7426&5532&1992&4293&1540&6576&2106&1731&1111&5399&3121&5077&2986&2173&6361&3111&2826&553&2659&821&2450&790&3232&23&1282&4100&3623&1222&4898&5128&1205&2759&1247&215&5637&4744&1257&1154&2525&4330&7378&89&7237&1157&3713&3275&2437&2248&3128&5764&776&3434&5166&2045&3019&5812&195&3242&5651&269&5872&169&7220&3245&878&1095&4151&5329&5227&5704&360&3941&3581&2158&2484&7037&67&5056&1194&2149&272&4308&488&5105&1656&248&3541&7503&6074&1437&2843&1864&698&3398&3969&850&244&3096&4460&2360&2982&203&4951&173&4276&3273&815&2876&5147&7765&2667&4495&1945&3459&2081&1024&7420&2030&1246&315&4850&2882&88&948&4916&75&2786&983&6638&1935&175&2649&3475&1102&4901&652&6262&5974&6163&4055&1729&1886&2771&2423&404&1674&337&5699&2020&3113&1431&3126&2415&307&1119&534&2321&1631&6446&6531&905&1218&1304&8286&7487&6039&2612&6101&341&1436&3906&2492&6448&7262&3805&4896&2452&3932&6307&5501&4479&2057&4194&588&3120&3156&605&6076&806&2983&2665&4982&7757&7543&8246&1152&2823&1228&1628&4745&1884&1421&687&3579&507&4986&1116&284&2704&3288&450&5859&7530&7091&1290&1289&283&4183&6962&4762&2590&1946&529&1732&178&4400&5825&7020&2672&1164&2625&3104&2449&5816&4971&6216&2044&857&2762&1458&3740&6017&3240&3112&112&558&54&5483&7014&569&3153&27&8087&1392&1981&5353&477&4148&5877&7043&4322&3006&5915&3811&204&387&4630&1657&1093&2645&4692&4352&889&7951&5610&1016&2487&3129&1990&855&408&1878&157&5478&6061&2697&6688&1427&493&2499&2558&6836&1581&3349&7240&755&764&2547&2336&3715&5609&6700&3256&5217&6197&4611&1513&114&1207&191&2686&3536&1509&6385&6889&2713&4902&6565&1647&1856&116&2171&887&2561&2518&417&1989&5111&3350&3248&1063&200&2677&7712&854&2902&369&159&3673&6490&1348&390&1855&5430&6221&1869&221&426&3936&3022&2793&1384&5126&234&6963&292&1268&6904&6693&5565&7279&4362
119.66644024848938,512,1330&3636&3347&543&4294&499&2654&420&373&6331&397&2781&2912&5561&2861&7941&3417&184&6861&3419&3307&5956&2821&1538&336&6504&1266&1432&2146&1184&2343&4525&916&2180&2217&719&4132&7359&5260&603&5174&3336&3889&57&4805&4471&1689&634&3075&2760&3071&5978&139&4690&80&2922&579&3221&3980&1920&4161&3851&8066&4360&1942&688&833&1970&5683&512&5604&1219&5765&5808&3356&2954&3927&2642&148&177&7327&1627&7336&4285&1302&2485&3080&44&6468&2577&1766&6188&219&3732&43&1418&4937&759&5885&2893&607&4698&6893&3259&4566&1618&3645&2315&2302&4740&1231&4894&1614&6223&6321&3214&4639&4844&2301&1225&2881&1237&1169&4381&249&1697&434&2768&1303&4216&2534&1659&2824&1701&2684&3402&7421&5032&4266&1992&4293&1540&7623&685&1111&3121&5077&2986&2173&2826&1295&1282&4100&3623&4898&1205&4193&4004&2829&1247&215&749&4744&7378&4043&1154&4385&4330&89&1157&3275&1713&6494&2437&7154&1610&3128&2222&2510&5764&4359&3434&2820&3019&5812&195&7767&907&8414&1108&169&5872&7220&3245&4151&73&1828&5227&485&3581&2158&2397&690&5100&4521&3159&1359&1194&2149&272&1988&903&488&5105&6380&111&248&7503&6074&1437&709&2843&1864&287&2021&3969&2355&850&6155&244&2360&298&4951&173&5553&6739&4873&815&1341&4426&7765&5784&2667&2598&1945&4923&350&2081&1024&3264&7420&2825&1904&1246&315&948&88&4853&6892&983&1935&175&2649&5344&4464&198&2108&661&730&4490&4901&3253&1098&6262&4749&8564&5974&6163&1729&1730&1886&2771&3194&404&1674&337&1817&4433&6766&3260&1431&2115&5114&1723&3648&3126&2166&2415&2516&1119&802&6446&6531&905&1218&1304&7487&1404&2612&6101&1547&341&3906&964&2492&6448&3062&6166&1284&6027&2817&4228&1763&917&7658&824&785&2452&5501&742&7330&6743&4479&2057&8534&4194&588&3120&604&3156&1748&6076&2921&6365&6141&806&6593&2665&2823&2983&5326&8246&1152&1228&4745&3783&687&3808&3579&4986&1116&284&1187&2272&1537&2704&8285&1604&3288&5859&951&3782&1&1290&0&316&4183&6962&5930&1121&2590&1946&529&5480&31&1728&5825&2625&5323&3104&692&5816&4971&1617&6216&2997&2762&1458&3740&3112&112&144&558&54&1085&569&27&8330&4491&2908&446&1981&1519&5353&5485&3041&5877&354&4234&4322&5355&3006&5915&6682&4630&367&4692&2429&889&988&4352&1016&2487&2699&171&157&6061&1427&5354&2499&2558&6836&1581&1848&2336&5609&3046&6177&6700&3207&2002&1527&1513&191&1207&2686&3536&6385&6889&1860&3680&1792&887&5680&2561&563&1615&417&1989&7865&4375&4238&5111&3300&200&3533&1685&7193&1097&2902&369&2073&4012&854&1243&818&159&6490&1348&4391&5368&20&2470&4818&6556&5430&6221&221&426&5084&2552&3022&3678&1384&2797&292&6904&6693&5565&7818&7279&4362
122.09910488128662,512,1060&1330&4105&3540&3709&543&5117&4294&499&2654&1273&420&6331&2781&1951&3442&2912&5561&2861&7941&3417&184&6861&3419&2821&1538&3367&4338&1532&1266&1432&5116&2146&2343&2180&2217&719&4132&5260&4123&1179&2779&5174&3418&778&3889&4805&4471&634&1388&3032&3071&139&4690&80&2922&3221&643&1861&3980&2188&4161&3851&8066&1942&688&1970&5683&512&632&5604&1219&5765&3356&3178&4859&2347&3927&72&7514&6600&475&148&7354&352&1627&66&4285&115&7255&3718&3080&4949&6468&5780&2577&6674&6902&6188&3732&43&411&3609&425&437&2964&5510&2893&5885&982&607&4698&6893&4566&5038&3857&1618&3645&3193&2302&2087&4740&1905&1408&1231&6574&4894&4598&673&6223&2190&6321&3214&4639&4844&2301&7671&2422&2147&1697&263&6954&1303&4216&2534&1659&3867&2768&1701&3402&5625&7421&5032&4266&1992&2689&4293&4169&1540&1731&7623&5971&1985&3864&4670&2432&3121&5077&2986&2173&6894&2789&2826&553&1807&136&1282&3623&3412&4035&1746&4335&1753&5685&1205&942&264&38&1247&7942&5637&7378&4043&1154&4330&89&1478&4159&6325&5606&1157&39&3713&2041&7203&6494&7154&4413&3128&2840&2510&5764&2222&3434&843&3762&4798&3019&5812&195&1810&8414&5872&169&1383&4151&5227&5704&3581&2008&1110&1359&5056&1194&2149&272&4748&903&488&4308&5105&569&3258&111&248&7503&6074&1437&2873&1864&698&4424&3969&6952&850&244&2360&4695&4951&173&815&7765&2353&5784&1183&2667&2598&1945&350&2081&1024&7420&1258&315&948&6182&88&6892&983&1935&175&2649&294&1350&3475&198&730&30&3377&4901&3276&4888&6262&5974&6163&2245&1729&1730&1886&2771&2423&452&3301&1674&337&1817&4956&1431&5114&3559&2415&307&1119&461&8493&391&1631&6446&6531&905&1218&1304&8286&3958&6039&2612&6101&1547&341&3906&6448&694&7262&7735&2817&6158&3044&4228&2883&2452&6453&785&824&5501&742&3932&4479&8534&588&7&3120&604&3156&1748&6076&6365&806&2665&2823&4982&7757&8246&1152&5312&1228&4519&4745&1884&687&3579&507&4986&1116&284&2704&2809&4367&1604&3288&6618&7125&951&1290&0&4183&6962&4333&5003&2590&1946&529&1732&6&3104&6499&5816&4971&2762&5559&3832&1458&4268&3740&3112&11&5343&1089&5483&3494&112&558&27&3608&6092&54&1392&446&1981&4801&3590&176&3041&6206&4526&5877&4322&2214&5355&3006&5915&384&204&3856&4630&2429&4352&889&988&1016&2487&1990&4093&408&157&5478&6061&6231&1427&550&2613&2499&2558&6836&1581&3349&3999&2336&6700&1241&2002&1527&1513&1389&1207&4644&191&2686&3536&2725&6889&1647&6073&2171&5680&887&715&2561&417&1989&4375&5350&5111&3248&200&2024&978&7193&854&2902&369&1220&2661&159&6490&1348&390&5430&6221&5913&4679&221&426&2200&2552&3022&7997&5126&5530&292&6693&4362&4398
