tdg_iter_descent_v5[10000, 1]
time,|TSS|,sol
386.3998010158539,399,1089&2762&1501&687&3645&1157&3104&2900&184&6344&244&5685&5714&3668&7585&6262&1266&558&354&2171&1187&1990&3811&4338&4982&272&499&2242&1540&1181&6321&987&3533&2654&7942&2713&7658&3581&588&6855&2057&6448&1631&115&4055&4216&7014&5884&0&7420&1303&2986&426&5483&3417&806&5680&6074&7765&1027&169&5291&2552&3475&1290&4745&4894&173&5565&80&1282&3658&4751&4151&2590&1992&235&1748&4033&6962&1437&2222&111&5355&2700&5260&3980&221&3536&2173&1628&529&3256&565&2644&4251&1618&1163&4021&2452&1942&2092&6861&1869&420&1154&876&5111&352&1404&1498&5264&8402&854&3419&4961&2816&2302&369&956&156&89&5704&3126&3349&7757&3612&7578&3076&6993&5482&3531&5105&2612&7378&200&2667&4455&1732&5617&6531&54&5530&5671&3436&3080&458&2881&5872&1791&5877&3636&4850&5493&198&637&2725&1920&948&5974&4010&1228&4945&3339&315&234&3112&7435&5427&3758&765&3246&1024&292&3396&4056&6468&5859&1458&2097&3421&1547&1974&6718&639&880&4630&889&452&1647&157&2111&5501&7220&73&6039&204&39&3945&1981&72&3740&1890&5174&3991&1384&27&1527&607&2002&2574&2158&3398&1426&139&5812&1363&5187&3214&4959&5062&2823&2558&1237&1989&3276&4623&5077&1311&4635&3402&634&6361&1728&2880&2487&307&4951&1330&2499&1205&3128&2408&4901&2149&1513&1246&4268&6061&2315&1247&1927&1194&1231&3771&6700&3037&694&5227&3019&3288&3258&215&3966&5126&3347&666&776&3579&2321&7020&4322&7533&1945&2409&4362&4208&417&112&4352&672&2781&4325&1111&3006&4690&3867&3221&4805&3220&4391&4228&3909&698&3701&5430&5383&195&2217&175&4730&2115&4888&2665&4740&1729&2893&4479&4360&1207&1604&6845&2584&5700&964&44&4551&5604&4330&1002&7539&5076&2861&780&647&4986&4266&2510&2704&1359&1864&3022&2437&1268&826&148&4683&2981&7941&1218&5246&3857&903&2380&1116&1392&6015&2921&6954&2817&4159&1659&1878&1886&512&4698&4949&2826&2146&790&3434&3623&1697&2336&5370&2686&6635&390&4285&2200&5816&4566&983&2771&88&2534&355&5299&4471&4670&1533&7503&4525&5825&191&3260&3889&3969&730&327&553&2829&2789&1603&159&1581&401&4887&3356
386.78565764427185,416,1121&1040&1501&1256&687&6850&1157&3104&2623&2900&184&6344&855&1716&1266&2352&558&7347&2887&4469&3625&1441&7262&3139&1990&272&499&4375&6321&1181&178&3533&1742&176&2654&7942&3367&1217&3581&1431&2179&6448&389&5648&1512&2577&4216&4844&6657&0&5249&7420&1303&1639&426&7623&2638&212&5483&3417&806&3859&6074&7765&169&2552&1290&6446&488&4745&4894&80&1282&4611&301&3532&1992&3121&6962&1437&2222&111&5355&2609&5260&3980&221&3536&2675&529&1618&1942&870&6861&4749&1869&4532&4059&420&5111&352&1498&5188&2190&1970&854&3419&4961&2302&369&956&89&5704&1178&688&2423&3126&7757&205&7578&311&5764&4244&5482&4161&5105&2612&7378&200&2667&1732&3080&6531&54&2722&4957&261&5872&1791&2824&3636&5877&4850&198&2725&5117&3596&1920&5765&1228&7849&1701&315&234&3112&3156&655&5683&7203&5784&292&887&1024&398&4056&6468&5859&1458&5510&2097&1547&7421&350&5637&1432&1315&4630&889&6101&1152&7819&452&2625&157&2111&5501&6039&204&39&4227&1063&5726&6660&1800&4323&1981&679&5409&1822&5174&1384&65&27&3537&607&2002&139&5812&2613&2024&1119&3214&2823&247&2558&6490&1989&1723&3673&3138&4623&31&4132&5077&5399&1311&4635&3842&7354&3402&1728&6361&2880&2487&307&1330&2499&1348&1205&3128&2408&1513&5372&719&408&1246&6061&1988&1247&2147&1194&1231&3771&6700&3037&694&5227&3655&3019&3288&3416&2516&508&7607&215&7818&5126&22&356&666&3579&2321&7020&3650&4322&5915&579&360&7533&1945&2642&4362&417&4971&672&2781&3905&6910&406&4194&3195&6019&5522&5561&1917&43&1111&3006&3261&4690&6494&3867&5302&6163&5929&3804&698&3239&5430&1538&759&195&3545&7514&8286&2217&175&5324&2115&2665&4740&1729&2893&4479&4320&4360&1207&6069&567&7010&2485&2861&6893&4986&4692&4266&2510&2704&1146&815&6693&5826&4193&1864&1359&2437&1268&1427&6365&148&7941&1218&2641&3857&903&2380&1116&1392&6954&2817&1627&6471&1414&5521&1886&988&512&3242&4949&2826&2146&978&3434&1697&824&2336&2686&757&4285&748&2221&5816&4566&983&1232&3927&88&2534&2081&545&4293&2912&2903&4624&2085&7503&5825&191&3889&730&3071&553&2829&2789&5359&3231&1581&7125&6836&4294&401&7751&1226&337&3356&785
384.514808177948,400,2762&5138&1501&3365&808&687&1157&2623&2900&2122&184&3668&6262&1266&858&2614&1441&1990&3139&4982&272&2844&499&1540&4375&6321&178&3533&1304&1014&7942&3581&3253&588&34&5648&2712&2577&4216&2649&7014&2773&4844&6657&1303&1639&7623&3713&1436&5885&667&3417&2265&2361&806&805&7765&6714&169&3475&4489&1290&1674&488&1935&4745&4894&173&5565&80&1282&951&5026&3442&982&3532&6889&4151&1992&3121&1321&6962&1437&2222&111&1480&1541&221&3536&2173&3256&529&4021&2784&1942&870&6861&1869&420&1154&876&352&1404&1498&2343&1715&1223&2190&5017&1970&854&3419&187&4961&4835&2302&369&956&89&5704&2423&688&3126&7757&7578&311&5764&3952&5482&3992&1954&5105&2612&7378&616&2667&1732&5671&3080&6531&54&3436&4014&380&1777&7413&5872&1791&5877&3636&3596&1920&5765&1851&5974&1228&4488&1701&315&3112&3156&4896&5683&6231&1843&1024&292&887&5268&1420&6468&6726&1547&7421&350&4630&889&1678&6101&1152&452&1647&6115&157&5501&404&4158&6039&204&2454&679&72&1822&1890&1946&5174&1384&27&1527&4903&2574&2158&3398&139&2613&1119&2823&2553&557&2558&1989&4623&4132&7571&3003&5077&5399&4635&4105&1456&7354&1016&634&383&1728&2880&2487&3159&4951&1330&10&1205&3128&1617&4214&2149&1513&4621&1246&6061&4718&1988&1247&1927&2417&1231&3771&6700&3037&694&5227&3655&3019&3288&215&3966&4474&283&5126&22&923&5839&2220&3579&2321&384&7004&7020&5915&2573&579&1945&2642&1183&417&112&4352&672&2781&3905&6910&2579&4053&4325&1614&3195&5561&4824&1917&43&1111&3906&4690&6316&3867&6163&4228&1421&3909&5929&5631&2006&341&1908&28&1138&5430&1538&195&878&8286&175&5324&2115&4479&1207&44&7521&2485&1002&2861&1713&4986&373&2510&2704&7562&815&1146&6693&5826&1359&1864&1427&2437&1268&3022&6844&1896&148&8381&7941&4496&3857&903&8330&1392&2817&2634&1627&1414&1886&1449&988&4698&512&4949&2826&790&3434&3623&1697&824&2336&2686&5281&390&4285&2902&748&1379&2940&983&2771&1281&3927&88&2534&2081&182&2470&2912&4471&7503&5825&7154&4232&3889&3969&3071&2829&822&1519&281&4887&337&3356&785&4043&248
384.3958079814911,425,2762&3744&687&1157&3104&2623&2900&244&3672&2360&2301&6262&1266&2911&2887&3139&272&499&6223&1540&4375&6321&1181&1304&3989&1014&2415&1221&2713&3581&588&34&1631&6448&115&1775&2577&2649&7014&4844&6657&1807&5249&1303&1639&1436&5885&578&3417&2265&806&6074&7765&224&169&1027&2552&3475&1290&6446&5623&1674&488&1935&4745&4894&173&5565&7193&80&1282&4414&543&4151&2590&899&1992&3121&2344&1321&6962&1437&2222&1545&5355&4374&6663&2700&5260&221&3536&2173&337&529&6141&2644&1618&124&4398&1942&2092&6861&4121&1869&450&1154&420&5111&352&1404&4250&1498&353&5188&2190&5017&4842&854&3419&4835&2302&369&7197&956&89&3126&688&1610&7757&7578&5764&5482&5105&4350&7378&200&2667&1732&3080&6531&54&2722&411&3436&5872&5877&198&2725&3596&1920&948&473&5765&5974&4639&1228&8246&1701&3339&6180&3411&315&3156&5427&655&3758&6231&7203&5784&292&1024&2936&3396&4056&6468&5859&5510&2097&1547&1974&7421&3120&7725&350&1432&7141&4630&3793&6101&1152&1647&2625&157&2111&5501&3041&404&302&6039&39&1981&5409&4111&3740&1753&1946&1890&5174&6331&2999&1384&27&1527&2689&607&2002&2574&2158&1426&1664&5812&163&139&1119&3214&2823&2558&1723&3673&7119&5077&5399&573&5282&6017&5344&6099&4635&4105&6479&3402&634&3025&1728&2880&2487&307&1330&10&2499&1205&2149&1513&4172&1246&2315&6061&1988&1247&1927&4940&1194&6863&5990&3771&6700&3354&3037&5227&3655&3019&3288&6474&215&3966&5126&3347&5887&3579&2321&7020&4322&5915&579&7533&1945&2409&1183&4208&112&4352&2781&888&905&1614&2690&4194&5522&5561&23&3006&3906&4690&2983&3221&4805&5929&3247&698&6242&28&5430&1828&195&1098&2217&175&2115&2665&4740&1729&2893&4479&4612&4649&4360&1207&44&7521&2485&1002&2861&8369&4986&1672&373&4266&2510&249&3603&725&2797&815&7943&6693&1864&1427&2437&826&4744&6365&148&3775&1731&379&6964&6341&1218&2641&3857&903&8330&1116&1392&2817&7914&1627&4159&1659&1886&988&4698&4949&2826&1361&2146&790&3434&4827&1689&3623&1697&824&5780&783&2686&4823&3275&390&4285&6729&5816&532&983&1219&1281&3927&88&2534&4798&4471&4670&927&1533&7503&4525&5825&7154&1985&3969&3071&730&1273&553&2829&822&1603&6076&1581&6836&4294&401&4887&461&3356
381.62757754325867,450,4154&1501&1256&687&3645&1157&3104&2900&184&6344&244&1487&5685&2301&6262&1266&558&2171&2887&3625&1441&1990&4338&4982&4881&272&499&3910&4625&6556&1540&1181&6321&178&5609&7942&2415&7658&3581&588&34&2057&115&2577&4216&219&2649&7014&4844&143&6657&4327&1807&0&5249&7420&4518&1303&2986&3732&7623&6091&915&1808&5885&6795&3417&806&5680&6074&7765&6714&169&1027&2552&1290&1674&1935&4554&4745&4894&173&5565&80&1282&951&6606&3245&6889&4151&2590&1992&3121&6962&1437&2222&111&5355&1480&1541&3046&6709&3536&2173&1628&529&1618&2452&1942&2092&870&6861&4749&3851&1869&4532&4059&420&352&1404&1498&353&2166&5188&8464&1970&4092&3607&1484&3419&834&369&956&89&5704&3126&688&7757&7578&5764&5482&2189&2612&7378&200&2667&1732&5671&3080&6531&54&2722&5147&3436&411&6739&261&6144&2881&380&5872&1791&4850&198&2725&3596&965&1920&948&5765&5974&4639&1667&5478&1228&1701&3339&3248&3411&315&3112&2008&3758&655&5683&6231&5784&292&1024&798&2936&3396&6468&273&5859&1458&2097&1547&1974&350&1609&507&4630&889&5866&6101&1152&1647&489&2622&157&2111&5501&3041&404&2449&6039&204&39&4313&3761&1981&679&1946&5174&2999&6073&27&1527&607&2002&2574&2158&139&5812&2613&839&3495&3605&2024&217&3214&4959&2823&2558&1989&6046&5399&2782&1311&6017&861&5344&4635&4105&7354&3402&1016&634&2880&307&4951&1330&2499&1348&6128&3128&1205&4901&1829&1513&2768&4621&2600&1246&4268&6061&2922&1988&1247&1927&2147&1194&6644&1231&3771&6700&446&3037&694&5227&3655&3019&3288&215&7818&3966&5126&131&3579&2321&7020&4322&5180&579&360&7533&1945&2642&4362&112&6155&4352&672&2781&4325&4194&7543&5561&7117&3006&3906&4690&1894&3221&8501&6163&4805&5631&5929&698&341&766&28&1538&151&3781&7418&2217&175&2115&4888&5114&2665&293&4740&1729&2893&4479&4612&4649&1207&1604&909&44&2485&4330&6574&1002&2861&4986&4692&373&5157&1672&2510&2704&815&6693&1359&1864&1427&3022&1268&826&6365&6844&148&7941&521&973&2641&3857&903&2380&8330&1116&1392&7889&2839&6954&2817&1627&1659&1886&1449&988&4698&3242&4949&2826&894&559&790&3434&3623&1697&824&2336&5780&2686&390&4285&4403&1884&2916&3726&5816&532&1219&2771&1281&3927&88&2534&4293&2932&4471&4670&5767&7503&4525&1985&3889&3969&3071&730&553&2829&159&6076&1581&6836&4294&4898&711&337&3356&785&569
399.2775626182556,390,1504&2537&2762&1003&687&3104&2900&857&6344&244&2301&6262&1266&558&635&7262&1990&4338&499&1540&1181&6321&5119&1304&5609&2654&2415&3581&588&2057&1631&115&4055&4216&219&2514&7014&296&4844&1807&0&7769&1253&5249&1303&2986&3732&5217&758&5885&3417&2265&806&6074&7765&169&3475&1290&1674&488&1935&4745&4894&173&4414&951&4611&6606&6889&4151&241&7247&3705&2590&3121&1748&1437&2222&111&5260&3980&221&3536&2173&2492&2675&1618&1942&6861&4749&3028&3851&1869&4532&1154&876&5111&420&1404&352&1498&2343&353&7243&1970&3584&854&3419&187&2302&369&2848&477&89&5704&2423&688&1610&7757&205&7578&5764&5482&4161&5351&7378&200&2667&1732&5617&6531&54&3080&3436&6739&3567&2881&5872&1791&198&2725&1920&5765&4639&6180&3248&315&2957&3112&3156&3758&5683&1803&6231&5784&292&887&1024&2936&3396&6468&5056&368&5859&1458&2097&1547&1974&3120&350&4630&2625&157&2111&5501&3041&1095&404&204&1981&72&679&1890&5174&2999&1384&564&6073&27&65&1527&607&2002&5241&3398&676&1426&2908&139&1119&3214&2558&6490&1989&3673&850&6046&5077&523&1895&1311&6017&434&4105&3402&634&6361&1728&2880&1330&2499&1348&1205&3128&6828&5413&2149&1513&4621&1246&4956&1988&1247&1927&2598&1194&3771&6700&4280&3037&694&5227&3655&1103&3019&3288&3258&20&215&5126&2220&3579&2321&7020&5915&2573&579&7533&2642&417&112&4352&2781&985&1782&4325&4194&7543&5561&3221&6748&4805&4228&1421&5631&341&1908&28&5430&1538&1828&3781&195&7514&8286&175&2115&5114&4740&1729&2893&4479&4360&4799&1207&567&1195&909&44&2485&4330&7539&5076&2861&5100&6713&4986&373&4266&2510&815&1864&1427&2437&1268&3022&6844&4744&148&4413&1731&2981&1218&5246&3857&903&2380&8330&1116&1392&179&2839&6954&2817&1627&1878&1449&988&1886&2826&2146&3307&3434&3623&1697&824&5780&2686&2532&4823&390&4285&5593&1884&5816&532&983&4566&2771&1219&3927&88&4471&3688&7503&4525&5825&3932&7154&1985&3889&730&2488&327&1225&553&2829&822&159&1581&2117&6836&4294&4887&711&337&3356&248&657&569
388.0253472328186,415,1214&2537&2762&3744&687&174&3104&2623&184&6344&244&855&2301&6262&1266&640&558&2184&2911&709&2171&2887&5699&1441&7262&3139&4982&1990&272&499&1951&1540&4375&6321&1181&2539&5609&2654&2415&1371&3581&588&34&6448&115&1056&4216&219&2649&7014&5610&4298&7464&0&5249&3142&1303&2986&3732&426&915&3713&1436&5885&3692&3417&806&3859&6074&7765&6714&1027&2552&3475&1290&1674&488&4745&4894&173&5565&80&1282&4414&4611&1143&1891&982&7247&2590&1992&3121&6962&1437&111&3604&5355&1480&3536&2173&337&1628&4251&1618&1942&2092&6861&3851&4532&1869&1154&876&5111&420&1404&6521&352&5188&854&3419&4961&2567&2302&5088&369&2848&3936&89&5704&3126&3349&2442&566&6544&7578&3937&5764&518&6993&5482&4161&5105&2612&1249&7378&200&2667&3080&6531&54&7854&4103&6739&2529&2881&5872&1791&5877&3636&4850&198&2725&3596&948&5765&1851&5974&462&1228&7849&315&234&3112&3156&5427&655&3758&11&5683&1024&292&887&798&284&6468&1458&5510&2097&1547&3120&350&1432&4686&463&4630&889&6101&1152&1647&2625&8003&2111&5501&404&204&39&1981&72&679&5409&6331&1384&3852&6073&27&5275&1527&607&5779&2002&2574&3398&5812&2613&2024&3214&4959&2823&2558&1989&4132&5077&5399&1895&1311&4635&434&4105&6479&7354&3402&1016&6361&2880&2487&4951&1330&2499&1348&1205&3128&1965&4901&2149&1513&719&1246&6061&2315&4956&1988&1927&1194&1231&4183&3771&6700&3037&694&3655&3019&3288&215&2338&3966&5126&666&2321&7020&2215&4322&5180&579&7317&7533&1945&4362&417&112&4352&2781&4325&4194&8534&6460&7543&5561&7117&3006&3906&4690&8087&3221&6163&4805&5929&6259&341&766&7754&28&5430&3539&195&7514&2217&175&2115&4888&5114&4740&2893&4479&4360&1207&300&44&4330&6574&1002&2861&5100&4986&1672&373&4266&2510&7562&815&6693&5826&1359&1864&1427&3022&6844&4744&6365&148&379&1731&1218&3857&903&2380&1116&1392&749&5882&6954&2817&7537&1627&1659&1414&988&4698&512&3242&2826&2146&790&3434&3623&1697&2336&2686&4823&390&2916&5816&983&1219&2771&1281&3927&88&2081&4798&4293&2470&4471&7503&4525&191&1985&5581&7279&3889&3969&3071&730&553&2829&822&159&1581&6836&4035&4887&461&3356&785&657&569
383.2262089252472,403,2762&1501&687&3645&3104&2900&184&244&6289&2301&6262&1266&2352&558&6182&5699&1441&1187&1990&3091&4982&499&6223&1540&4375&6321&1181&178&3533&5609&2654&1641&2415&1371&3581&588&8025&2057&1631&115&2577&4216&2649&2773&143&6657&2451&1303&2986&426&7623&6091&2527&2656&3417&3859&6074&169&2552&1290&488&4745&4894&173&4357&7193&6006&4611&4151&2590&3121&320&1437&2222&111&1480&299&5260&3980&221&2173&2492&529&6141&1211&1618&124&1942&2092&6861&3851&1869&420&1154&876&352&1498&353&2343&2190&854&2302&4423&369&7197&956&89&5704&2423&3126&1190&7578&5764&3336&465&4161&5105&2612&2729&7378&200&2667&1732&411&3436&2529&6144&380&5872&1791&5877&198&2725&1222&3596&1920&5974&1228&2422&1701&6180&3411&315&3112&3156&5427&655&3758&6231&81&5784&292&1024&2936&4056&6468&5056&1458&2097&1547&1974&7421&350&1432&5619&1315&4630&1678&6101&1152&452&1647&2625&157&2111&2124&5501&3041&404&73&6039&204&2454&2319&72&1946&1890&5174&2999&1384&6571&27&1527&607&2002&2574&5241&5745&2158&5812&3838&1119&3214&67&2823&6490&1989&4132&5077&5399&1311&4635&77&4105&2466&5185&7354&3402&1016&634&6361&1728&2487&4951&1330&2499&1205&3128&1617&2149&1513&4621&4400&1246&1247&1124&5371&1194&1231&4183&3771&6700&3037&2350&3655&5227&3019&3288&2561&215&3966&5126&22&666&3579&2321&7020&2215&4322&5915&7533&1945&2642&1802&8101&4352&6945&2660&2781&12&4325&4194&7949&5561&4824&1388&3006&3906&4690&3221&6163&4805&4228&1421&5631&5929&698&341&766&5430&1538&1828&195&8286&175&2115&5114&2665&293&4740&2231&2893&1558&250&4360&1207&1604&300&2211&7846&44&2485&5604&6574&4330&2861&5100&647&1713&4986&1672&3366&373&4266&2510&2704&3603&815&6693&1106&5826&1359&1864&336&2437&1268&826&4744&148&785&6964&7941&1218&3857&903&2380&8330&1116&1392&6954&2817&1627&1659&1886&1449&4698&2826&2146&790&3434&1689&1944&1697&824&2336&2686&4823&390&1884&7057&4566&983&1219&2771&3927&88&2534&545&4798&4471&2391&7503&5825&7154&191&1985&3969&3071&730&2829&2789&822&159&3231&1581&6076&6836&4294&401&3356&544&4043&569
394.21059107780457,407,2762&1121&8675&687&4349&1157&2623&2900&184&6344&244&1943&3668&6262&1266&558&2184&2171&1441&3139&4982&499&4375&6321&1181&3533&1304&3723&5609&2654&2415&2713&3581&34&1431&6448&2280&115&2577&697&4216&4844&3535&4298&7240&1303&2986&3732&426&6091&915&3713&3709&1436&5885&3417&806&5680&6074&7765&6714&169&3975&3053&1027&2552&1290&1674&1935&4554&4745&4894&173&7193&80&1282&4611&6889&1992&3121&6962&1437&2222&111&5355&1541&5260&3980&3536&2173&529&4251&1618&6139&4398&2092&870&6861&3851&1869&420&352&876&5111&1498&353&5188&2190&1970&3999&837&3419&2302&101&369&7197&956&89&5704&2423&688&7757&5005&1190&7578&6993&465&5482&5105&7378&200&2667&1732&5671&3080&6531&3436&4103&3205&6144&2881&3636&2725&6364&5974&1922&4639&5732&1228&8246&1701&3248&315&3112&6941&2008&3758&655&5683&5606&6231&7203&5784&292&1024&6468&5859&1458&1547&350&880&1432&1315&4630&889&6101&1647&6115&6522&2625&5307&157&5501&4878&7220&6572&6039&204&39&3761&72&1981&5409&3313&1946&1890&5174&6331&2999&1384&27&1527&607&2002&5745&1426&139&2024&217&2823&2558&2375&2457&3138&4132&5077&5399&1895&1311&6017&5344&4635&77&7354&1016&634&6361&2880&2487&4951&1330&2499&1348&1205&1965&4214&2408&2149&1513&2278&357&1246&4268&1247&1927&291&7536&2417&1231&4183&3771&6700&446&3037&5227&3655&3019&3288&1447&2338&3966&5126&356&4988&3579&2321&580&7020&4322&3650&1298&1183&4362&417&596&112&1300&672&2781&905&4194&5561&43&1111&3906&6499&3006&4690&6494&3221&6163&6748&3220&2006&341&766&4634&28&1138&5430&1538&1828&3781&195&7514&878&175&2115&4888&5114&2665&4740&1729&4479&1207&6845&567&909&964&2485&2027&4330&1002&3762&4986&4692&373&7655&2510&1146&815&6693&1106&6913&1359&1864&1427&6844&1268&4744&6365&148&6964&2641&3857&903&2380&1392&6954&2817&1627&6471&1659&1595&1886&988&512&3242&4949&2826&2146&559&790&3434&3307&3623&767&824&2336&1697&3109&2686&4823&390&4285&2221&5816&532&983&4566&2771&1281&88&2534&182&2912&4471&4027&2085&7503&4525&4232&3889&3969&3071&730&5908&2789&159&6076&1581&6836&4294&401&2675&3356&785
